representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
bug,14650,bug,14650,14774,"['bug', 'rustc bug', 'type: bug', 'bug fix', 'feature bug', 'ghidra bug']"
enhancement,1655,enhancement,1655,1757,"['enhancement', 'type: enhancement']"
documentation,2591,documentation,2591,2808,"['documentation', 'docs', 'pytorch docs', 'type: documentation', 'domain: documentation', 'category: documentation', 'documentation inconsistency', 'documentation needed']"
dependency update,562,dependency update,562,564,"['dependency update', 'dependencies update']"
test failure,1026,test failure,1026,1074,"['test failure', 'test failures', 'ci test failure', 'unit test failure', 'testing failure', 'integration test failure']"
svelte compiler,9,compiler,1145,1388,"['compiler', 'compiler internal', 'f compiler', 'compiler lint', 't compiler', 'svelte compiler', 'compiler optimization', 'compiler rt', 'compiler frontend', 'compiler panic', 'compiler builtins', 'a compiler', 'compiler diagnostics', 'compiler intrinsic', 'f compiler internal', 'c compiler', 'aot compiler', 'pytorch compiler', 'compiler specific', 'torch compiler', 'rust compiler', 'rustc compiler', 'compiler flags', 'domain: compiler', 'language compiler', 'compiler implementation', 'jit compiler', 'dynamic compiler', 'compiler optimizations', 'compiler assertion', 'deno compiler', 'compiler interpretation', 'compiler verification', 'compiler diagnostic', 'template compiler']"
feature request,2225,feature request,2225,2279,"['feature request', 'pytorch feature request', 'type feature request', 'type: feature request', 'category feature request', 'feature requests']"
ui,1340,ui,1340,1385,"['ui', 'ui ux', 'a rustdoc ui', 'ui design', 'ui interaction', 'domain: ui', 'ui customization', 'ui appearance', 'ui a11y', 'ui glitch']"
build,895,build,895,929,"['build', 'build tooling', 'release build', 'ci build', 'incremental build', 'domain: build', 'hugo build', 'insider build', 'canary build', 'mir build']"
compiler error,493,compiler error,493,584,"['compiler error', 'compiler warning', 'f compiler error', 'compiler errors', 't compiler error', 'f compiler errors', 'compiler warnings', 'compiler internal error', 'internal compiler error']"
api,829,api,829,974,"['api', 'pytorch api', 'api proposal', 'rest api', 'uv api', 'torch api', 'next.js api', 'api testing', 'v8 api', 'unstable api', 'api integration', 'pd api', 'domain: api', 'api exposure', 'labels: api', 'topic: api', 'category: api', 'api evolution']"
performance,1955,performance,1955,2038,"['performance', 'performance regression', 'performance optimization', 'domain: performance', 'performance improvement', 'slow performance', 'performance monitoring', 'performance metrics']"
testing,1629,testing,1629,1666,"['testing', 'domain: testing', 'fuzz testing', 'area: testing', 'topic: testing', 'randomized testing']"
ci,744,ci,744,752,"['ci', 'topic: ci', 'domain: ci']"
deno runtime,7,runtime,626,651,"['runtime', 'runtime panic', 'deno runtime', 'domain: runtime']"
dependencies upgrade,2,dependency upgrade,971,973,"['dependency upgrade', 'dependencies upgrade']"
test flakiness,3,test,546,768,"['test', 'flaky test', 'test runner', 'test flaky', 'test suite', 'pytorch test', 'smoke test', 'test infra', 'ci test', 'it test', 'test flakiness', 'test flake', 'integ test']"
