representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
compiler internal error,5,bug,14650,19382,"['bug', 'compiler error', 'runtime error', 'error', 'compile error', 'type error', 'error message', 'compiler bug', 'markdown', 'type bug', 'refactoring', 'bugs', 'fuzzing', 'error handling', 'linker', 'refactor', 'assertion failure', 'code style', 'unsafe code', 'compilation error', 'build error', 'code cleanup', 'import error', 'backport', 'assertion error', 'segmentation fault', 'markup', 'code review', 'internal error', 'compile time error', 'consistency', 'code', 'code quality', 'unused code', 'code generation', 'zip', 'compiler errors', 'snippets', 'errors', 'dead code', 'code smell', 'download failure', 'code editor', 'code optimization', 'code lens', 'code action', 'error reporting', 'parse error', 'quickfix', 'syntax error', 'rustc bug', 'type: bug', 'code server', 'code clarity', 'runtime errors', 'failure', 'server error', 'example code', 'parsing error', 'snippet', 'changelog', 'code improvement', 'upload error', 'code analysis', 'fatal error', 'code refactoring', 'code completion', 'code tunnel', 'code lenses', 'visual bug', 'traceback', 'compiler internal error', 'code actions', 'vuln check', 'import errors', 'exit code', 'ambiguity', 'internal compiler error', 'unreachable code', 'error page', 'a11y', 'validation error', 'attribute error', 'parser error', 'failure analysis', 'workaround', 'bug fix', 'script error', 'code size', 'code browser', 'checkout', 'parser bug', 'transient errors', 'logic error', 'function error', 'documentation bug', 'fuzzer', 'linker error', 'region error', 'bug report', 'language bug', 'error report', 'bugfix', 'type: refactor', 'linker issue', 'installation failure', 'code formatting', 'source code', 'type: bugfix', 'javascript error', 'invalid code', 'compiler bugs', 'type: refactoring', 'unexpected error', 'internal server error', 'error messages', 'visual studio code', 'markdown support', 'evaluation error', 'documentation inconsistency', 'code inspection', 'type: error message', 'feature bug', 'compilation bug', 'type system bug', 'allocation error', 'logical error', 'invalid program', 'linking error', 'compilation failure', 'linker problem', 'bug introduction', 'type checking bug', 'code readability', 'domain: code quality', 'bug fix request', 'bug fix version upgrade', 'decompiler bug', 'ghidra bug', 'programming error', 'position independent code', 'database error', 'minor bug', 'recursive error', 'bot management', 'confusion', 'dead code elimination', 'code coverage', 'code snippet', 'torch runtime error', 'recursion error', 'inconsistency', 'intermittent failure', 'code sample', 'memory error', 'network error', 'markdown rendering', 'bounds error', 'fault injection', 'error suggestion', 'content error', 'a11y issues', 'filesystem error', 'extension bug', 'production bug', 'code migration', 'generic code', 'code consistency', 'functional bug', 'test bug', 'binding errors', 'ubsan error', 'sanitizer error', 'correction']"
optimization,668,enhancement,1655,2985,"['enhancement', 'optimization', 'improvement', 'optimizer', 'optimizers', 'algorithm', 'general', 'minimization', 'reduction', 'type: enhancement', 'scaling', 'performance optimization', 'simplification', 'performance improvement', 'topic: optimization', 'pytorch optimization', 'type: improvement', 'type: optimization', 'domain: optimization', 'general improvement', 'truncation', 'optimizations', 'suggestion improvement', 'resolution algorithm']"
documentation request,2,documentation,2591,5206,"['documentation', 'feature request', 'suggestion', 'proposal', 'suggestions', 'request body', 'build info', 'info schema', 'clarification', 'debug info', 'feature proposal', 'schematics', 'pytorch feature request', 'implementation detail', 'module info', 'request parameter', 'request', 'support request', 'type: documentation', 'type: feature request', 'domain: documentation', 'type:feature request', 'category: documentation', 'category:feature request', 'documentation generation', 'category feature request', 'feature requests', 'request response', 'documentation needed', 'documentation suggestion', 'wording suggestion', 'connection details', 'advice', 'documentation request']"
dependencies upgrade,2,upgrade,2079,5448,"['dependency update', 'dependency upgrade', 'configuration', 'upgrade', 'installation', 'framework upgrade', 'package manager', 'upgrades', 'package management', 'install', 'update', 'packages', 'configure', 'pkg', 'package installation', 'installer', 'language update', 'package resolution', 'setup', 'language upgrade', 'rolling upgrade', 'extension update', 'extension updates', 'pkg config', 'package missing', 'upgrade policy', 'upgrading', 'project setup', 'version', 'package dependency', 'package', 'version management', 'domain: package management', 'type:dependency upgrade', 'version control', 'package configuration', 'downgrade', 'vscode configuration', 'topic: configuration', 'setup issue', 'fzf configuration', 'version conflict', 'upgrade required', 'context packages', 'internal package', 'content update', 'policy', 'version compatibility', 'version upgrade', 'upgrade regression', 'copyright update', 'dependencies upgrade', 'dependencies update', 'pkg mode', 'workspace package', 'reinstallation']"
integration test,420,performance,1955,6846,"['test failure', 'performance', 'testing', 'test', 'integration test', 'metrics', 'diagnostics', 'flaky', 'flaky test', 'analyzer', 'test framework', 'spring test', 'profiler', 'monitoring', 'profiling', 'test runner', 'integration tests', 'test failures', 'test infrastructure', 'test flaky', 'test suite', 'tests', 'pytorch test', 'benchmark', 'diagnostic', 'detection', 'smoke test', 'test explorer', 'reporting', 'test improvement', 'labs', 'test missing', 'infra', 'test related', 'compile test', 'test enhancement', 'test infra', 'unit testing', 'pytorch benchmarks', 'benchmarks', 'system tests', 'unit tests', 'svelte kit', 'unit test', 'version tracking', 'test results', 'test coverage', 'runtime test', 'benchmarking', 'test case', 'test execution', 'unit test failure', 'test strategy', 'automation testing', 'failure analyzer', 'test integration', 'test annotation', 'feature detection', 'test flakiness', 'integration testing', 'tracker', 'domain: testing', 'domain: performance', 'testing failure', 'troubleshooting', 'category performance', 'performance monitoring', 'area: testing', 'topic: testing', 'performance metrics', 'tracking', 'pytorch benchmark', 'testing infrastructure', 'snapshot testing', 'parallel testing', 'feature tracking', 'test porting', 'test flake', 'test logic', 'functional test', 'build test', 'functional tests', 'metric', 'test environment', 'system test', 'anomaly detection', 'integ test', 'test kit', 'randomized testing', 'integration test failure', 'test update', 'aggregation test', 'disabled test', 'script test', 'internal tests', 'skip test', 'test timeout', 'regression test', 'test order', 'flaky tests', 'test configuration', 'profile integ tests', 'concurrent test', 'aggregation tests', 'percentile test', 'metrics test', 'test context']"
java api,2,java,1923,20220,"['compiler', 'api', 'runtime', 'cli', 'plugin', 'gradle', 'syntax', 'maven', 'sql', 'cuda', 'python', 'codegen', 'java', 'rustc', 'css', 'mvc', 'config', 'jit', 'debugger', 'cpu', 'std', 'httpclient', 'parser', 'frontend', 'authentication', 'async', 'segfault', 'jdbc', 'cgo', 'debug', 'llvm', 'ssl', 'struct', 'compiler behavior', 'json', 'enum', 'api change', 'neo4j', 'debugging', 'const eval', 'linux', 'formatting', 'gui', 'toolchain', 'iterator', 'cmake', 'gpu', 'extension api', 'zend engine', 'http2', 'typechecker', 'jms', 'powershell', 'junit', 'ldap', 'aop', 'git', 'backend', 'syscall', 'compiler internal', 'mysql', 'zend', 'html', 'api design', 'compiler warning', 'classpath', 'webclient', 'integer overflow', 'pytorch api', 'cpp', 'npm', 'mongodb', 'buildpack', 'gradle plugin', 'decompiler', 'javascript', 'gdb', 'rpc', 'amqp', 'auth', 'xml', 'autocomplete', 'api proposal', 'parsing', 'const', 'lockfile', 'elasticsearch', 'postgresql', 'aspectj', 'kernel', 'ssh', 'datasource', 'autowiring', 'typechecking', 'coroutines', 'python api', 'dtype', 'github actions', 'rest api', 'jpa', 'next dev', 'unicode', 'webdav', 'v8', 'node api', 'deps', 'async await', 'const evaluation', 'i18n', 'plugin update', 'couchbase', 'php core', 'sql parser', 'api documentation', 'api clarity', 'formatter', 'api compatibility', 'std library', 'runtime behavior', 'maven plugin', 'jsp', 'servlet', 'lucene', 'mysql compatibility', 'goroutine', 'asm', 'devtools', 'websocket', 'compiler suggestion', 'recursion', 'const generics', 'simd', 'angular cli', 'numpy', 'shortcode', 'autoconfiguration', 'jaxb', 'openssl', 'pdo', 'api enhancement', 'middleware', 'runtime issue', 'syscalls', 'unix', 'dns', 'api breaking change', 'api reference', 'scrollview', 'api deprecation', 'util', 'regex', 'allocator', 'compiler optimization', 'initialization', 'yaml', 'buildpacks', 'spring amqp', 'uri', 'kibana', 'precompilation', 'python integration', 'tidb sql', 'api improvement', 'cmd', 'sys', 'env', 'ipv6', 'api behavior', 'api docs', 'rustc error', 'cfg', 'debuginfo', 'integer', 'sympy', 'fft', 'utils', 'jdk', 'websockets', 'oauth2', 'classloading', 'api error', 'toml parser', 'python version', 'sql syntax', 'debug console', 'zsh', 'treeview', 'syntax highlighting', 'api usage', 'api issue', 'dev server', 'stacktrace', 'plan9', 'api breaking', 'mmap', 'eval', 'readline', 'type api', 'utf8', 'nodejs compatibility', 'impl trait', 'const propagation', 'intrinsics', 'const items', 'msvc', 'async runtime', 'compilers', 'libc', 'posix', 'template syntax', 'api consistency', 'datatype', 'unittest', 'cpp extension', 'plugin upgrade', 'javadoc', 'spring ldap', 'spring mvc', 'activemq', 's3', 'tmux', 'freemarker', 'qemu', 'requires python', 'versioning', 'virtualenv', 'phar', 'pcre', 'zend optimizer', 'libxml2', 'mbstring', 'pgsql', 'webview', 'vim', 'api incompatibility', 'remote ssh', 'developer experience', 'webpack', 'js', 'assembler', 'github', 'x509', 'compiler feedback', 'zlib', 'sqlite', 'api request', 'api missing', 'compiler frontend', 'api review', 'emscripten', 'compiler builtins', 'mkl', 'torch api', 'boolean', 'bool', 'python compatibility', 'inlining', 'css generation', 'plugin issue', 'plugins', 'shortcodes', 'jmx', 'mariadb', 'asciidoc', 'mssql', 'logback', 'rabbitmq', 'classloader', 'java version', 'api removal', 'rank eval', 'web mvc', 'null safety', 'deserialization', 'disassembler', 'pcode', 'pypi', 'webhooks', 'cli usage', 'python versioning', 'simplexml', 'sql feature', 'area sql', 'gettext', 'gvim', 'instantiation', 'api update', 'lldb', 'next.js api', 'next api', 'next js', 'css modules', 'runtime performance', 'smtp', 'mutex', 'illumos', 'env var', 'openbsd', 'ppc64', 'printf', 'protobuf', 'tcp', 'freebsd', 'ccache', 'async hooks', 'async storage', 'sdk', 'cli tool', 'compiler diagnostics', 'const expressions', 'deref', 'ptr', 'compiler intrinsic', 'alloc', 'rpath', 'compiler warnings', 'cli behavior', 'compiler design', 'lexer', 'generic const exprs', 'hashmap', 'pointer arithmetic', 'const trait', 'win32', 'whitespace', 'api doc', 'distutils', 'dtype conversion', 'datastructures', 'subclassing', 'etcd', 'pytorch compiler', 'pytorch frontend', 'cpu features', 'openmp', 'c10', 'asyncio', 'concat', 'crypter', 'area api', 'type api change', 'golang', 'params', 'spring data jpa', 'spring aop', 'systemd', 'dev services', 'mongo', 'log4j', 'readme', 'webservices', 'spring boot cli', 'autoconfigure', 'sql plugin', 'jvm', 'esql plugin', 'snapshot repo', 'elasticsearch sql', 'fzf vim', 'fzf tmux', 'xml configuration', 'springframework', 'osgi', 'async support', 'java interop', 'parser issue', 'fpu', 'x86', 'compiler specific', 'gcc', 'repo', 'git integration', 'cron', 'sftp', 'stdlib', 'python packaging', 'python discovery', 'python env', 'init', 'readonly', 'component: treeview', 'zend extension', 'libxml', 'php extension', 'firebird', 'var dump', 'compiler compatibility', 'foreach', 'metaprogramming', 'sql mode', 'eval context', 'manpage', 'lua', 'vim behavior', 'dict', 'php', 'titlebar', 'intellisense', 'api testing', 'uri encoding', 'scrollbar', 'vscode dev', 'launch config', 'subprocess', 'dev experience', 'sendfile', 'goroutines', 's390x', 'chdir', 'sys unix', 'glibc', 'finalizers', 'parse', 'integer arithmetic', 'type params', 'netbsd', 'internal api', 'exec', 'kqueue', 'ipv4', 'dev settings', 'sqlite3', 'stdin', 'env file', 'debug build', 'v8 api', 'readdir', 'keepalive', 'npm package', 'n api', 'js error', 'temporal sdk', 'deno std', 'node js', 'postinstall', 'npm integration', 'gpus', 'unix socket', 'unstable api', 'debug assertions', 'target cpu', 'rustc book', 'compiler interaction', 'cfg attr', 'const fns', 'backtrace', 'const safety', 'iterators', 'api stability', 'compiler regression', 'async closures', 'rustc llvm', 'rustc internal', 'compiler message', 'verbose', 'sysroot', 'pointer aliasing', 'mingw', 'async programming', 'compiler feature', 'rustc internal error', 'async closure', 'trait impl', 'struct layout', 'portable simd', 'const functions', 'api regression', 'runtime warning', 'zone js', 'angular dev', 'kernel generation', 'multi gpu', 'tensorflow', 'gemm', 'ubuntu', 'int8', 'device allocator', 'functional api', 'tensor dict', 'torch jit', 'c++ api', 'constexpr', 'state dict', 'devx', 'runtime dependency', 'load state dict', 'gcn', 'cpp wrapper', 'cpu fallback', 'int type', 'dtype mismatch', 'backend issues', 'api bug', 'dtype mapping', 'tensor api', 'v4', 'css assets', 'css syntax', 'css variables', 'css issue', 'css output', 'css processing', 'css transitions', 'css transformer', 'zeromq', 'dev mode', 'scss', 'sqlserver', 'xml ws', 'spring init', 'dev tools', 'java compiler', 'postgres', 'github api', 'hdfs', 'geoip', 'transform plugin', 'cpu usage', 'bool query', 'query parser', 'delimiter', 'search syntax', 'fzf cli', 'function inlining', 'api upgrade', 'cglib', 'runtime hints', 'runtime exception', 'wildfly', 'java api', 'spring data jdbc', 'checkstyle', 'varargs', 'coroutine', 'accessor', 'null pointer exception', 'expression parser', 'cron expression', 'vfp', 'm68k', 'api access', 'x86 64', 'html rendering', 'node.js', 'webhook', 'api integration', 'makefile', 'autocompletion', 'tuple', 'uuids', 'pypy', 'gitlab', 'python interpreter', 'conda', 'entrypoint', 'dev dependencies', 'libuv', 'python project', 'toml parsing', 'config parsing', 'python interaction', 'combobox', 'datatable', 'iconv', 'snmp', 'ini', 'mysqlnd', 'mhash', 'odbc', 'xpath', 'php 8.4', 'readonly class', 'dtrace', 'sapi', 'heredoc', 'observer api', 'mysqli', 'symfony', 'cli server', 'function pointer', 'futex', 'preprocessor', 'tokenizer', 'destructuring', 'mysql protocol', 'sql compatibility', 'async load', 'sql performance', 'sql function', 'client api', 'sql query', 'mem', 'sql error', 'nodejs', 'async merge', 'plugin integration', 'plugin interaction', 'callback', 'plugin compatibility', 'vim script', 'ctags', 'boolean expressions', 'vimrc', 'deno cli', 'jit compilation', 'rustc compiler', 'oauth', 'domain: api', 'php extensions', 'github integration', 'cuda support', 'vscode api', 'nil pointer dereference', 'null pointer', 'java support', 'php internal', 'domain: python', 'vim feature', 'domain: nodejs', 'const expr', 'java features', 'async execution', 'vim plugin', 'vim features', 'vim configuration', 'vim core', 'html generation', 'kubernetes', 'cmd compile', 'domain: compiler', 'language compiler', 'aliasing', 'rust std', 'python extension', 'java configuration', 'java application', 'github compatibility', 'sql optimization', 'python tooling', 'php stdlib', 'editor plugin', 'unmarshalling', 'cpu architecture', 'structs', 'java exception', 'stdio', 'plugin configuration', 'cli options', 'cli command', 'api exposure', 'const generic', 'compiler features', 'compiler implementation', 'enums', 'invalid pointer', 'labels: api', 'jit compiler', 'cuda issue', 'cpu gpu comparison', 'dynamic compiler', 'plugin system', 'cpu performance', 'plugin issues', 'css utility', 'plugin management', 'domain: java', 'servlet container', 'classpath loading', 'elasticsearch api', 'kerberos', 'java annotations', 'java threading', 'java annotation', 'python ecosystem', 'domain php', 'php compiler', 'null pointer access', 'null pointer dereference', 'python3', 'vim functionality', 'vim internal', 'vim scripting', 'domain: api design', 'github copilot', 'async operation', 'domain: git', 'css styles', 'cgo issue', 'unmarshaling', 'compiler optimizations', 'pointers', 'json rpc', 'cpu instruction', 'mips', 'nil pointer', 'compiler assertion', 'json output', 'topic: api', 'domain: v8', 'category: api', 'ecmascript', 'area: cli', 'topic: api change', 'env variable', 'semver', 'runtime issues', 'domain: deno cli', 'domain: runtime', 'npm support', 'async local storage', 'fetch api', 'async iterable', 'type: api change', 'cli flags', 'entrypoints', 'command line args', 'const unsafety', 'compiler interpretation', 'compiler configuration', 'trait impl conflict', 'const features', 'rustc issue', 'topic integer overflow', 'invalid syntax', 'rustc warning', 'function pointers', 'pointer', 'enum variant', 'domain const generics', 'inline asm', 'type alias impl trait', 'generic const items', 'rustc panic', 'compiler verification', 'std lib', 'domain: angular cli', 'domain: cli', 'backend compiler failed', 'domain cuda', 'cpu optimization', 'domain: cuda', 'pytorch backend', 'css parser', 'keystore', 'deprecated api', 'topic: versioning', 'java ecosystem', 'jstl', 'java driver', 'java technology', 'instanceof', 'application runtime', 'multivalue', 'api keys', 'java stdlib', 'uri handling', 'cpu emulation', 'software debugging', 'csharp', 'gui improvement', 'plugin support', 'repo management', 'github migration', 'stdlib issue', 'python support', 'python library', 'runtime environment', 'php src', 'fileinfo', 'fastcgi', 'sql functionality', 'sql engine', 'sql execution', 'syntax definition', 'vim internal error', 'menubar', 'edge runtime', 'argument parsing', 'ptrace', 'struct padding', 'mod', 'nodejs core', 'unix domain socket', 'api mismatch', 'bigint', 'const trait impl', 'cpu detection', 'vtable', 'impl blocks', 'rustc dev guide', 'pointer comparison', 'enum layout', 'const expression', 'build std', 'read impl', 'compiler diagnostic', 'unicode support', 'async issue', 'nvidia', 'python package', 'cpp backend', 'async collective tensor', 'gpu issue', 'getattr', 'getitem', 'public api', 'python registration', 'cuda error', 'custom backend', 'jquery', 'css rendering', 'api version', 'xml schema', 'ssl configuration', 'sql server', 'executable', 'spring config', 'jndi', 'async enrich', 'inference plugin', 'elasticsearch plugin', 'async handling', 'async executor', 'nullable', 'uri parsing', 'api client', 'etag', 'autowired', 'async requests', 'uri resolution', 'json parsing', 'version parsing', 'gui issue', 'memcache', 'mono repo', 'python environment', 'ftp', 'jit issue', 'avx', 'php stream', 'multibyte string', 'unix domain sockets', 'configuration parsing', 'builtin', 'cpu feature detection', 'api evolution', 'rpc server', 'multibyte', 'regexp', 'xdg compliance', 'config management', 'core vim', 'initializers', 'gtk', 'gpu rendering', 'api suggestion', 'json processing', 'security plugin', 'async test', 's3 repository', 'css selector', 'package versioning', 'api compliance', 'yaml test', 'gpu acceleration', 'impl', 'cuda unsupported', 'aarch64', 'json path', 'sha256', 'auth issue', 'asynchronous', 'const context', 'unittest failure', 'backend issue', 'dtype issue', 'arm64', 'bytecode', 'gcc compatibility', 'glibc compatibility', 'surefire plugin', 'xml soap', 'xml bind', 'charset', 'spring java format', 'api response', 'search api', 'azure snapshot repo', 'metadata parsing', 'python version conflict', 'xml processing', 'sql analysis', 'dev container', 'malloc', 'pthread', 'uuid', 'amd64', 'json schema', 'sql package', 'tcp keepalive', 'v2', 'flexbox', 'v8 compatibility', 'html formatting', 'console api', 'async recursion', 'dylib', 'ptr metadata', 'git dependency', 'uefi', 'utf8 error', 'enum update', 'reentrancy', 'backends', 'infinite recursion', 'template compiler', 'cpp compile error', 'backend failure', 'backend extension', 'api use', 'cpp issue', 'numpy compatibility', 'css custom properties', 'css import', 'postcss plugin', 'jvm tool mode', 'oracle jdk', 'maven integration', 'uri validation', 'json bind', 'spatial plugin', 'sql parsing', 'null values', 'scroll api', 'junit jupiter', 'servlet api', 'uri template', 'python version mismatch', 'init error', 'v3.x', 'json encoding', 'destructors', 'sql update', 'sql schema', 'auth plugin', 'python interp']"
f check cfg,2,ui,1340,5668,"['ui', 'ci', 'aot', 'ux', 'os', 'x pack', 'gc', 'nn', 'uv cli', 'ssa', 'fs', 'wasm', 'ide', 'ui bug', 'io', 'lsp', 'f compiler', 'fx', 'uv tool', 'tls', 'f traits', 'f compiler error', 'ssr', 'uv sync', 'ast', 'esm', 'ui issue', 'npe', 'ci cd', 'swc', 'ffi', 'ml', 'gd', 'jsr', 'uv', 'ci test failure', 'c interop', 'uv lock', 'txn', 'wsl', 'ui ux', 'hmr', 'ir', 'ci failure', 'gson', 'ansi', 'uv python', 'uv api', 'pd', 'ide features', 'x tools', 'pe file', 'pgo', 'ty', 'compiler rt', 'const fn', 'fn delegation', 'qt', 'jakarta ee', 'spring ws', 'uv run', 'v data table', 'cte', 'ai', 'mach o', 'vm', 'f type system', 'f abi', 'f trait', 'async fn', 'extern c', 'f unsafe', 'f closures', 'f async', 'cfi', 'f const', 'nn modules', 'nn module', 'dcp', 'tvm', 'ccr', 'ui enhancement', 'ui improvement', 'sse', 'uv add', 'uaf', 'dml', 'xxd', 'vscode ui', 'web ui', 'ui feedback', 'ide feature', 'x sys unix', 'ide integration', 'aws', 'f const trait', 'ui tests', 'lld', 'f compiler errors', 'f macro', 'c ffi', 'f inference', 'a rustdoc ui', 'f compiler internal', 'f dyn trait', 'f generics', 'f opaque types', 'ub', 'c compiler', 'fn pointer', 'terminal ui', 'ng switch', 'aot compilation', 'aot compiler', 'mpi', 'timm', 'dsd', 'tp', 'aot compile', 'c api', 'rabbit mq', 'saml', 'cnb', 'ci test', 'ql', 'x pack ml', 'spring orm', 'pe', 'pe format', 'tool uv', 'uv publish', 'uv pip', 'uv config', 'setuptools scm', 'uv pip compile', 'uv init', 'zts', 'gmp', 'language c', 'c backend', 'translate c', 'dm', 'x11', 'c code', 'ghe', 'ui design', 'nls', 'ui interaction', 'scm', 'ui text', 'ui layout', 'csp', 'rsa', 'os exec', 'cve', 'aix', 'odr violation', 'os windows', 'luci', 'gcp', 'vcs', 'ui rendering', 'es modules', 'ipc', 'os string', 'f lifetime', 'f transmutability', 'f async closure', 'f fn delegation', 'c enhancement', 'f closure', 'f check cfg', 'f specialization', 'musl', 'async fn traits', 'ddp', 'njt', 'rnn', 'hud', 'mv', 'bmm', 'torch fx', 'c implementation', 'dce', 'pytorch fx', 'pytorch ir', 'ui component', 'tor', 'java io', 'ci improvement', 'orm', 'ansi element', 'jwt', 'ec2', 'es', 'ci build', 'fs directory', 'ide support', 'jsr 330', 'spi', 'ioc', 'io error', 'c cpp', 'ui feature', 'gdt', 'c language', 'os request', 'pr', 'uv index', 'dbt', 'uv project', 'aws lambda', 'v treeview', 'v radio', 'v date input', 'v model', 'v dialog', 'os compatibility', 'stmt summary', 'gcs', 'pd api', 'elt', 'c', 'ci issue', 'qa', 'ui components', 'java ee', 'ux improvement', 'file io', 'ui behavior', 'topic: ci', 'domain: ui', 'llvm ir', 'ansi escape sequences', 'mq', 'spring aot', 'c extensions', 'c memory management', 'c interoperability', 'fx graph', 'domain: ci', 'ui customization', 'uv issue', 'domain: uv', 'uv configuration', 'ti database', 'ime', 'ux feedback', 'vscode ide', 'ui appearance', 'go c interop', 'ld', 'os agnostic', 'domain: esm', 'jsr packages', 'pem', 'lsp issue', 'c abi', 'lto', 'adt', 'crates io', 'mpsc', 'aot export', 'timm models', 'domain ml', 'nn functional', 'oci image', 'pack to bp', 'oci', 'ml aggregations', 'gc issue', 'c standard', 'vi mode', 'ux issue', 'editor ui', 'ssg', 'ssa interp', 'ui thread', 'es module', 'ui test', 'c variadic', 'e easy', 'ci pipeline', 'ui automation', 'dsr queries', 'ort', 'aot autograd', 'qt client', 'apm', 'ml plugin', 'io exception', 'sse emitter', 'ui preview', 'uv library', 'target os', 'ui issues', 'c bug', 'ui suggestion', 'ci update', 'ui look and feel', 'aot inductor', 'ui upgrade', 'ui request', 'ui change', 'ci integration', 'maria db', 'ui a11y', 'os user', 'ci infrastructure', 'jwt realm', 'ec2 discovery', 'v select', 'gd extension', 'ansi color', 'ui glitch', 'os issue', 'os interface', 'os issues', 'ui bugs', 'async io', 'os incompatibility', 'tcx', 'vt100', 'ci system tests', 'sql es', 'astral sh uv', 'v menu', 'gd library', 'po file']"
build tool configuration,2,build,895,2197,"['build', 'build system', 'tooling', 'build failure', 'workbench', 'tools', 'build tools', 'build process', 'build issue', 'build tool', 'tool', 'build performance', 'build tooling', 'build related', 'build issues', 'tool installation', 'release build', 'build script', 'builder', 'build backend', 'tool interaction', 'build isolation', 'incremental build', 'domain: tooling', 'domain: build', 'development tool', 'build configuration', 'domain/go tools', 'domain:build tool', 'domain:go tools', 'development tools', 'rebuild', 'production build', 'domain: build tool', 'debugging tool', 'package build', 'build problem', 'windows build', 'developer tools', 'canary build', 'internal tool', 'helper', 'build tool configuration', 'build output', 'tool management', 'build pack', 'build helper']"
safety,30,security,819,1021,"['security', 'memory safety', 'safety', 'privacy', 'vulnerability', 'object safety', 'health', 'pointer safety', 'protection', 'domain: security', 'health check', 'health indicator', 'security vulnerability']"
model evaluation,2,regression,441,824,"['regression', 'analysis', 'inference', 'model', 'model loading', 'expression', 'observation', 'object model', 'performance regression', 'model behavior', 'language model', 'variance', 'pytorch model', 'model inference', 'fee estimation', 'content model', 'multinomial', 'models', 'model issue', 'function analysis', 'estimation', 'cost estimation', 'evaluation', 'expression evaluation', 'differentiation', 'model optimization', 'programming model', 'feature regression', 'prototype', 'model compilation', 'calculation', 'variance inference', 'model evaluation', 'cost model']"
