representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
bug fix,18,bug,14650,14730,"['bug', 'bug fix', 'bug report', 'bugfix', 'feature bug', 'bug fix request', 'minor issue', 'minor bug']"
improvement,316,enhancement,1655,1973,"['enhancement', 'improvement', 'general improvement']"
topic:documentation,2,documentation,2591,2640,"['documentation', 'type: documentation', 'domain: documentation', 'domain:documentation', 'category: documentation', 'topic/documentation', 'documentation generation', 'type:documentation', 'topic:documentation', 'documentation needed', 'documentation suggestion', 'documentation request']"
dependency upgrade,971,dependency upgrade,971,1545,"['dependency update', 'dependency upgrade', 'dependencyupgrade', 'dependencyupdate', 'type:dependency upgrade', 'dependencies upgrade', 'dependencies update']"
test failure,1026,test failure,1026,1224,"['test failure', 'flaky test', 'test failures', 'test flaky', 'test missing', 'test issue', 'unit test failure', 'testing issue', 'testing failure', 'test/failure', 'unittest failure', 'flaky tests', 'test bug']"
compilers,4,compiler,1145,1229,"['compiler', 'compiler internal', 'compiler suggestion', 'compilers', 'compiler frontend', 'compiler builtins', 'a compiler', 'compiler intrinsic', 'compiler design', 'compiler specific', 'compiler feature', 'compiler flags', 'domain: compiler', 'language compiler', 'domain compiler', 'compiler features', 'compiler implementation', 'compiler configuration']"
feature requests,2,feature request,2225,2291,"['feature request', 'featurerequest', 'feature proposal', 'type: feature request', 'type:feature request', 'category:feature request', 'category feature request', 'feature requests']"
user interfaces,2,ui,1340,2010,"['ui', 'ux', 'user interface', 'user experience', 'interface', 'ui ux', 'ui/ux', 'domain: user experience', 'user interfaces']"
build related,3,build,895,1304,"['build', 'build system', 't build system', 'build related', 'build info', 'x/build', 'buildmode', 'topic:build', 'build mode']"
compilation error,81,compiler error,493,1137,"['compiler error', 'compile error', 'compiler bug', 'compilation error', 'compiler crash', 'compile time error', 'compiler errors', 'compiler panic', 'compiler issue', 'compile time issue', 'compiler internal error', 'internal compiler error', 'miscompile', 'compilererror', 'compilation issue', 'internalcompilererror', 'compiler issues', 'compiler bugs', 'compilation bug', 'compile failure', 'compilation failure', 'compile fail', 'cpp compile error', 'cpp issue']"
api,829,api,829,1101,"['api', 'api design', 'api proposal', 'rest api', 'api documentation', 'api enhancement', 'api reference', 'api improvement', 'api docs', 'api usage', 'api request', 'web api', 'api doc', 'internal api', 'n api', 'api access', 'api integration', 'client api', 'domain: api design', 'topic: api', 'web apis', 'category: api', 'api client', 'api suggestion', 'api use']"
performance improvement,6,performance,1955,2103,"['performance', 'runtime performance', 'performance issue', 'performance optimization', 'domain: performance', 'performance improvement', 'slow performance', 'domain:performance', 'web performance', 'topic:performance', 'performance issues']"
testing,1629,testing,1629,2220,"['testing', 'test', 'tests', 'test related', 'it test', 'internal tests']"
category:ci,2,ci,744,751,"['ci', 'topic: ci', 'category:ci']"
runtime,626,runtime,626,626,['runtime']
security,819,security,819,851,"['security', 'safety', 'protection']"
cli tool,10,cli,420,590,"['cli', 'command line', 'cmd', 'command line interface', 'cli usage', 'command line tool', 'cli tool', 'command prompt', 'command line tools', 'cli server', 'command line options', 'cli options', 'cli command']"
feature regression,4,regression,441,447,"['regression', 'visual regression', 'feature regression']"
text editor,9,editor,593,666,"['editor', 'editing', 'text editor', 'stack editor', 'text editing']"
sql,420,database,1070,1530,"['database', 'sql', 'mssql', 'sql feature', 'database/sql', 'sql mode', 'sqlserver', 'database engine', 'sql functionality', 'sql engine', 'sql server', 'sql es']"
features,16,feature,440,462,"['feature', 'features', 'feature discussion', 'feature management']"
esql,252,esql,252,277,"['esql', 'esql plugin', 'esql spec']"
terminal app,2,terminal,454,491,"['terminal', 'terminal ui', 'terminal app', 'terminal emulation', 'windows terminal', 'terminal feature', 'terminal features', 'terminal emulator']"
gopls,339,gopls,339,342,"['gopls', 'area:gopls']"
log,14,logging,463,506,"['logging', 'log4j2', 'log4j', 'general log', 'log', 'log analysis', 'log level']"
plugins,9,plugin,269,278,"['plugin', 'plugins']"
os,119,windows,415,807,"['windows', 'os', 'macos', 'linux', 'unix', 'win32', 'os windows', 'operating system', 'osx']"
runtime error,393,runtime error,393,461,"['runtime error', 'runtimeerror', 'runtime panic', 'runtime issue', 'runtime crash', 'runtime errors', 'runtime exception', 'runtime issues']"
types,55,type system,644,753,"['type system', 'go/types', 'types', 'go types', 'typesystem']"
gradle,295,gradle,295,337,"['gradle', 'gradle plugin', 'domain:gradle']"
configuration,999,configuration,999,1105,"['configuration', 'config', 'configure', 'topic: configuration', 'configuration option', 'topic:configuration']"
torch. dynamo,2,dynamo,456,485,"['dynamo', 'torch dynamo', 'torch.dynamo', 'torch. dynamo']"
rendering,320,rendering,320,377,"['rendering', 'server rendering', 'content rendering', 'server side rendering', 'client side rendering', 'template rendering', 'render', 'html rendering', 'image rendering']"
syntax,255,syntax,255,257,"['syntax', 'syntax definition']"
web,306,web,306,361,"['web', 'website']"
behavior,138,behavior,138,142,"['behavior', 'language behavior']"
extension support,3,extension,256,381,"['extension', 'extensions', 'extension installation', 'extension management', 'extension issues', 'extension issue', 'extension development', 'extension compatibility', 'extension update', 'extension updates', 'extension support', 'extension handling', 'extension system', 'extension bug']"
accessibility,228,accessibility,228,230,"['accessibility', 'accessibility issues']"
docker,291,docker,291,299,"['docker', 'spring boot docker', 'domain: docker', 'docker image', 'docker integration']"
dependency problem,3,dependency management,491,1508,"['dependency management', 'dependency', 'dependency resolution', 'dependencies', 'dependency conflict', 'dependency issue', 'dependency issues', 'library dependency', 'dependencymanagement', 'dependencyresolution', 'dependency check', 'runtime dependency', 'dependency problem', 'external dependency', 'optional dependencies', 'package dependency', 'domain: dependency management', 'domain:dependencies', 'third party dependency', 'topic:dependency management', 'missing dependency', 'upstream dependency', 'optional dependency']"
maven integration,2,maven,224,322,"['maven', 'maven plugin', 'maven integration']"
spring boot 2.x,2,spring boot,1725,2639,"['spring framework', 'spring boot', 'spring boot configuration', 'spring integration', 'spring boot dependencies', 'spring boot autoconfigure', 'spring boot 3.4', 'spring boot core', 'spring boot 3.2', 'spring boot features', 'spring boot 3.3', 'spring boot 3.x', 'spring boot buildpack', 'spring framework 6.1', 'spring framework core', 'spring boot 2.x', 'spring boot cli', 'springframework', 'spring framework 6.2', 'spring core', 'spring framework 6', 'spring boot loader', 'spring boot 3.4.x', 'spring boot test autoconfigure', 'spring cloud config', 'spring boot build', 'spring init', 'spring environment', 'spring boot auto configuration', 'spring boot tools', 'spring boot feature', 'spring boot plugin', 'spring configuration', 'domain: spring boot', 'spring features', 'spring boot 3', 'spring properties', 'spring boot upgrade', 'spring config', 'springboot', 'framework spring boot', 'spring boot maven plugin', 'spring boot compatibility']"
trait objects,17,trait,171,389,"['trait', 'traits', 'trait related', 'trait system', 't traits', 'trait implementation', 'trait objects', 'trait object', 'trait upcasting', 'trait selection', 'trait resolution', 'type traits', 'trait specialization', 'a trait objects', 'trait associated types', 'trait method']"
typescript,386,typescript,386,390,"['typescript', 'topic: typescript', 'typescript support']"
integration,285,integration,285,289,"['integration', 'integration issue']"
crash,644,crash,644,649,"['crash', 'type crash', 'crashes']"
panic,244,panic,244,273,"['panic', 'panicking', 'panics', 'panic handling', 'panicked']"
integrationtest,2,integration test,420,511,"['integration test', 'integration tests', 'integrationtests', 'integrationtest', 'test integration', 'integration testing', 'integ test', 'integration test failure', 'profile integ tests']"
error,270,error,270,288,"['error', 'errors']"
topic: optimization,4,optimization,668,688,"['optimization', 'topic: optimization', 'model optimization', 'topic:optimization', 'type: optimization', 'domain: optimization', 'optimization issue', 'optimizations']"
doc,80,docs,181,271,"['docs', 'doc', 'doc improvement']"
net http,5,http,284,406,"['http', 'http2', 'net/http', 'net http', 'http protocol', 'net/http2', 'http connection', 'http method']"
search function,2,search,201,209,"['search', 'search syntax', 'text search', 'search issue', 'search function']"
type bug,79,type: bug,94,468,"['type error', 'type bug', 'type:bug', 'type mismatch', 'type: bug', 'type/bug', 'type issue', 'type incorrectness', 'type unsoundness', 'type: issue', 'type: bugfix', 'type/issue', 'type system bug', 'type checking bug', 'type:issue', 'types issue', 'incompatible types']"
encryption,20,crypto,206,254,"['crypto', 'encryption', 'cryptography', 'crypter', 'cipher', 'decryption']"
tools,45,tooling,199,258,"['tooling', 'tools', 'tool', 'br tool']"
language,262,language,262,269,"['language', 'babel', 'english']"
core,216,core,216,225,"['core', 'torch core', 'core engine']"
aot,157,aot,157,222,"['aot', 'aop', 'aoti']"
instrumentation,70,instrumentation,70,70,['instrumentation']
cuda,326,cuda,326,361,"['cuda', 'cudagraphs', 'cuda support', 'cuda issue', 'domain cuda', 'cudagraph', 'domain: cuda', 'cuda error', 'cuda unsupported']"
spl,25,spel,144,174,"['spel', 'spl', 'saml']"
memory leak,245,memory leak,245,251,"['memory leak', 'resource leak', 'memory leaks']"
android,147,android,147,337,"['android', 'ios', 'mobile', 'mobile app', 'platform:android']"
networking,125,network,173,298,"['networking', 'network']"
lifetime issue,17,lifetime,106,147,"['lifetime', 'lifetimes', 'f lifetime', 'lifetime issue', 'lifetime issues']"
distribution,13,distributed,126,151,"['distributed', 'distribute', 'distributions', 'distribution']"
python,454,python,454,467,"['python', 'requires python', 'ipython', 'python3']"
codebrowser,3,codegen,146,158,"['codegen', 'code editor', 'codebrowser', 'codelens', 'code browser']"
upgrade,2079,upgrade,2079,2135,"['upgrade', 'upgrades', 'upgrading', 'upgrade issue', 'type:upgrade', 'bug fix version upgrade', 'upgrade required', 'version upgrade', 'upgrade issues']"
java technology,2,java,1923,2014,"['java', 'java version', 'java 21', 'java api', 'java ee', 'java support', 'java features', 'java application', 'java ecosystem', 'java technology']"
install issue,5,installation,203,295,"['installation', 'install', 'installer', 'install issue', 'installation issue', 'installation failure']"
cache management,15,cache,195,339,"['cache', 'caching', 'build cache', 'file cache', 'cache management', 'topic: caching', 'distributed cache', 'cache control', 'whole cache mode', 'plan cache']"
rustc,381,rustc,381,709,"['rustc', 'rustdoc', 'rust', 'rustc error', 't rustdoc', 'rustfmt', 'rustc bug', 'rust analyzer', 'rustc book', 'rust by example', 'rustc llvm', 'rustup', 'rustc internal', 'rustc internal error', 'rust compiler', 'rust language', 'rust lang', 'rustc compiler', 'rust std', 'rustcompiler', 'rust abi', 'rustc issue', 'rust stdlib', 'rustc warning', 'domain language rust', 'rust standard library', 'rustc panic', 'rustc dev guide']"
inductor,243,inductor,243,263,"['inductor', 'inductor backend', 'topic: inductor', 'aot inductor']"
layout problem,2,layout,199,212,"['layout', 'window layout', 'application layout', 'layout issue', 'layout mismatch', 'layout problem']"
reactor,170,reactor,170,182,"['reactor', 'spring reactor', 'reactor netty']"
css,208,css,208,224,"['css', 'css syntax', 'css issue', 'css output', 'css styles', 'styling issue', 'css rendering']"
email,11,messaging,63,93,"['messaging', 'mail', 'email']"
pulsar,115,pulsar,115,158,"['pulsar', 'spring pulsar', 'pulsar reactive']"
workspaces,21,workspace,96,175,"['workspace', 'workbench', 'workspaces', 'workspace support', 'workspace management', 'virtual workspace', 'workspace package']"
component,135,component,135,156,"['component', 'components', 'component name']"
kotlin,155,kotlin,155,168,"['kotlin', 'language kotlin', 'kotlin dsl', 'kotlin support']"
mvc,65,mvc,65,68,"['mvc', 'web mvc']"
jit,159,jit,159,164,"['jit', 'jit issue']"
debug,67,debugging,253,476,"['debugger', 'debug', 'debugging', 'debuginfo', 'debug console', 'remote debugging', 'debug build', 'a debuginfo', 'debug info', 'debugging tool', 'software debugging', 'debugging issue', 'debug mode', 'debugger issue']"
deprecation,154,deprecation,154,185,"['deprecation', 'deprecated', 'deprecation warning', 'topic:deprecation', 'type: deprecation', 'deprecated feature']"
build issue,162,build failure,180,370,"['build failure', 'build error', 'build issue', 'build issues', 'build problem']"
chat feature,5,chat,139,169,"['chat', 'inline chat', 'quick chat', 'chat feature', 'panel chat', 'chat integration', 'chat view', 'chat widget']"
cpu,179,cpu,179,203,"['cpu', 'target cpu', 'processor', 'cpu usage', 'cpu architecture', 'cpu performance', 'cpu instruction', 'cpu optimization']"
micrometer,147,micrometer,147,150,"['micrometer', 'spring micrometer']"
error messages,3,error message,184,236,"['error message', 'error reporting', 'error page', 'exception message', 'error report', 'error messages', 'type: error message', 'error suggestion']"
tracing,192,tracing,192,225,"['tracing', 'trace', 'dynamic tracing', 'symbolic tracing']"
std,91,std,91,98,"['std', 'deno std', 'std.progress']"
memory,96,memory,96,111,"['memory', 'memory model', 'shared memory']"
http client,90,http client,90,217,"['httpclient', 'http client', 'webclient', 'web client', 'rest client', 'restclient']"
open telemetry,2,telemetry,138,181,"['telemetry', 'opentelemetry', 'x/telemetry', 'open telemetry']"
parser issue,11,parser,136,248,"['parser', 'parsing', 'parse error', 'parsing error', 'parser issue', 'parse', 'parser error', 'expression parser', 'parser bug']"
metrics,220,metrics,220,226,"['metrics', 'metric', 'metrics test']"
frontend,109,frontend,109,111,"['frontend', 'front end']"
mir,87,mir,87,146,"['mir', 'miri', 'mir opt', 'mir validation', 'mir optimization', 'mir build']"
spring data,165,spring data,165,181,"['spring data', 'spring data mongodb', 'spring data jpa', 'spring data cassandra', 'spring data jdbc', 'spring data r2dbc']"
workflows,3,workflow,75,82,"['workflow', 'workflows', 'topic:workflow', 'workflow management']"
autograd,158,autograd,158,175,"['autograd', 'compile autograd', 'compiled autograd', 'custom autograd function', 'aot autograd']"
ddl,82,ddl,82,84,"['ddl', 'ddl operation']"
auth,35,authentication,128,190,"['authentication', 'auth', 'authorization', 'authorization server', 'auth issue']"
async,123,async,123,284,"['async', 'async await', 'async runtime', 'async fn', 'f async', 'async support', 'async closures', 'f async closure', 'async programming', 'async fn traits', 'async closure', 'async execution', 'async operation', 'async issue', 'async handling', 'async requests', 'async test', 'asynchronous', 'async io']"
web server,53,server,122,209,"['server', 'web server', 'webserver', 'platform server', 'code server', 'http server']"
segfault,152,segfault,152,211,"['segfault', 'segmentation fault']"
migrations,2,migration,158,192,"['migration', 'data migration', 'migrate', 'feature migration', 'migration issue', 'database migration', 'migrations', 'code migration']"
onnx export,15,onnx,122,139,"['onnx', 'onnx export', 'onnxruntime']"
mps,98,mps,98,100,"['mps', 'mpsc']"
domain: infrastructure,3,infrastructure,174,186,"['infrastructure', 'domain: infrastructure', 'domain:infrastructure', 'domain:network', 'domain: network', 'domain: networking']"
oracle jdk,2,jdbc,100,115,"['jdbc', 'jdk', 'oracle jdk']"
tomcat,129,tomcat,129,129,['tomcat']
compile,26,compilation,272,372,"['compile time', 'compilation', 'compile', 'compiling', 'cmd/compile', 'compilation time', 'cmd compile', 'category: compilation']"
cgo,100,cgo,100,104,"['cgo', 'go cgo', 'cgo issue']"
functionality,91,functionality,91,121,"['functionality', 'functional']"
imports,9,import,113,135,"['import', 'importer', 'imports', 'go imports']"
index usage,2,indexing,93,228,"['index', 'indexing', 'indexer', 'indices', 'index mode', 'index settings', 'index management', 'index store', 'index strategy', 'index usage']"
completion,129,completion,129,144,"['completion', 'completions', 'category: completion', 'completion issue']"
concurrency,252,concurrency,252,261,"['concurrency', 'concurrency issue', 'concurrency control']"
spring kafka,45,kafka,87,134,"['kafka', 'spring kafka', 'framework kafka']"
query planning,11,query planner,40,61,"['query planner', 'query plan', 'query planning', 'query optimizer']"
new renderer,8,renderer,41,51,"['renderer', 'newrenderer', 'new renderer']"
llvm,99,llvm,99,105,"['llvm', 'a llvm', 'llvm ir']"
suggestion,104,suggestion,104,149,"['suggestion', 'suggest', 'suggestions', 'user suggestion']"
generic type,6,generics,86,183,"['generics', 'generic', 'generic types', 'f generics', 'generic functions', 'generic programming', 'generic parameter', 'generic issue', 'generic parameters', 'generic type', 'generic issues', 'generic code']"
memory safety,95,memory safety,95,97,"['memory safety', 'pointer safety']"
backward compatibility,70,compatibility,259,401,"['compatibility', 'backward compatibility', 'spec compatibility', 'compatibility issue', 'topic: compatibility', 'cross version compatibility', 'backward compatible', 'backwards compatibility', 'version compatibility', 'architecture compatibility']"
ownership,40,ownership,40,42,"['ownership', 't ownership']"
attention mechanism,30,attention,44,76,"['attention', 'attention mechanism', 'attention mechanisms']"
reactive,80,reactive,80,130,"['reactive', 'reactivity']"
odbc,3,r2dbc,95,100,"['r2dbc', 'odbc', 'ojdbc']"
jetty,86,jetty,86,86,['jetty']
native image,97,native image,97,97,['native image']
language server,89,language server,89,117,"['language server', 'go language server', 'domain language server', 'domain: language server', 'language service', 'lang server']"
dom,109,dom,109,113,"['dom', 'shadow dom']"
routing,99,routing,99,105,"['routing', 'parallel routes', 'routing issue']"
spring graphql,29,graphql,100,129,"['graphql', 'spring graphql']"
optimizer,91,optimizer,91,99,"['optimizer', 'optimizers', 'optimizer state']"
ssl,105,ssl,105,171,"['ssl', 'tls', 'crypto/tls', 'https']"
autoconfiguration,11,auto configuration,100,116,"['auto configuration', 'autoconfiguration', 'boot autoconfigure', 'autoconfigure']"
markdown,111,markdown,111,135,"['markdown', 'markup', 'markdown support', 'markdown rendering']"
diagnostics,117,diagnostics,117,151,"['diagnostics', 'diagnostic', 'a diagnostics', 'diagnostic issue']"
struct,49,struct,49,56,"['struct', 'struct layout', 'structs', 'struct padding']"
compiler behavior,32,compiler behavior,32,56,"['compiler behavior', 'compiler feedback', 'compiler diagnostics', 'compile time behavior', 'compiler interaction', 'compiler regression', 'compiler assertion', 'compiler interpretation', 'compiler verification', 'compiler diagnostic']"
aten,56,aten,56,90,"['aten', 'asan', 'aten native']"
x pack,88,x pack,88,90,"['x pack', 'x pack ml']"
setting,2,settings,96,110,"['settings', 'setting', 'setup']"
environment management,2,environment,82,86,"['environment', 'environment interaction', 'environment management']"
templates,5,template,112,208,"['template', 'templating', 'template syntax', 'html/template', 'text/template', 'template issue', 'templates', 'template literals', 'template engine', 'template literal', 'template expansion', 'template evaluation', 'template compiler']"
json processing,13,json,130,163,"['json', 'json output', 'json parsing', 'json processing', 'json schema']"
enum,74,enum,74,84,"['enum', 'enums', 'enum variant', 'enum layout', 'enum update']"
dark theme,4,theme,45,56,"['theme', 'light theme', 'dark theme', 'color theme']"
sync,105,sync,105,144,"['sync', 'synchronization', 'synctest', 'sync load', 'sync package', 'cloud sync']"
api upgrade,4,api change,170,228,"['api change', 'api compatibility', 'api deprecation', 'api update', 'api upgrade', 'topic: api change', 'deprecated api', 'api version', 'api evolution']"
serialization,125,serialization,125,145,"['serialization', 'deserialization', 'serialize']"
packaging,49,packaging,49,52,"['packaging', 'unboxing']"
testfailure,30,testcontainers,47,77,"['testfailure', 'testcontainers']"
neo4j,88,neo4j,88,88,['neo4j']
