representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
bug,14650,bug,14650,15230,"['bug', 'bugs', 'ui bug', 'ui issue', 'issue', 'display issue', 'visual bug', 'fix', 'bug fix', 'rendering issue', 'issue comment', 'issues', 'bug report', 'bugfix', 'visual issue', 'ui behavior', 'general issue', 'production issue', 'feature bug', 'fix it', 'bug introduction', 'issue type/bug', 'bug fix request', 'minor issue', 'minor bug', 'ux issue', 'gui issue', 'issue list', 'video issue', 'ui issues', 'suggest fix', 'fix needed', 'issue report', 'ui glitch', 'rendering issues', 'production bug', 'ui bugs']"
suggestion improvement,5,enhancement,1655,2226,"['enhancement', 'improvement', 'suggestion', 'suggest', 'proposal', 'suggestions', 'language enhancement', 'language improvement', 'general improvement', 'suggest change', 'suggestion improvement', 'wording suggestion', 'user suggestion']"
topic:documentation,2,documentation,2591,3114,"['documentation', 'docs', 'doc', 'javadoc', 'doc improvement', 'docusaurus', 'doc tests', 'doc issue', 'docvalues', 'reference manual', 'manpage', 'man pages', 'doc values', 'type: documentation', 'documentation bug', 'heredoc', 'autodoc', 'domain: documentation', 'documentation issue', 'domain:documentation', 'category: documentation', 'reference guide', 'documentation inconsistency', 'topic/documentation', 'doc content', 'documentation generation', 'type:documentation', 'topic:documentation', 'reference docs', 'doc bug', 'doc request', 'doc test', 'documentation needed', 'documentation suggestion', 'doc suggestion', 'doc link', 'documentation request']"
dependencies,305,dependency upgrade,971,3174,"['dependency update', 'dependency upgrade', 'dependency management', 'dependency', 'dependency resolution', 'dependencies', 'dependency conflict', 'dependency injection', 'dependency issue', 'circular dependency', 'dependencyinjection', 'dependency issues', 'library dependency', 'dependencyupgrade', 'dependencymanagement', 'dependencyupdate', 'dependencyresolution', 'peer dependencies', 'dependency check', 'runtime dependency', 'dependency problem', 'external dependency', 'dev dependencies', 'optional dependencies', 'package dependency', 'type:dependency upgrade', 'domain: dependency management', 'domain:dependencies', 'third party dependency', 'dependency bump', 'topic:dependency management', 'cyclic dependency', 'missing dependency', 'transitive dependency', 'circular dependencies', 'upstream dependency', 'platform dependencies', 'dependencies upgrade', 'dependencies update', 'optional dependency']"
testing,1629,testing,1629,4373,"['test failure', 'testing', 'test', 'integration test', 'testfailure', 'flaky', 'flaky test', 'test framework', 'testcontainers', 'integration tests', 'compiletest', 'test failures', 'test infrastructure', 'test flaky', 'test suite', 'tests', 'smoke test', 'vitest', 'unittest', 'area/testing', 'test improvement', 'test missing', 'go test', 'test related', 'ui tests', 'compile test', 'false positive', 'test enhancement', 'a code coverage', 'unit testing', 'regtest', 'system tests', 'unit tests', 'test issue', 'integrationtests', 'integrationtest', 'unit test', 'test results', 'test coverage', 'runtime test', 'test case', 'test execution', 'unit test failure', 'test strategy', 'it test', 'test integration', 'test flakiness', 'integration testing', 'testkit', 'domain: testing', 'domain:testing', 'testing issue', 'testing failure', 'area: testing', 'test/failure', 'domain/testing', 'topic: testing', 'go/test', 'area testing', 'false positives', 'testing infrastructure', 'parallel testing', 'ui test', 'code coverage', 'test flake', 'test logic', 'functional test', 'build test', 'functional tests', 'test environment', 'system test', 'integ test', 'test kit', 'randomized testing', 'integration test failure', 'disabled test', 'unittest failure', 'internal tests', 'skip test', 'testability', 'flaky tests', 'test bug', 'test configuration', 'ci system tests', 'profile integ tests', 'concurrent test', 'test context']"
compiler,1145,compiler,1145,3430,"['compiler', 'compiler error', 'compile error', 'compiler bug', 'compile time', 'compilation', 'compiler behavior', 'compile', 'linker', 'compiler internal', 'c++', 'compiler warning', 'compilation error', 'cpp', 'cross compilation', 'compiler lint', 't compiler', 'compiler suggestion', 'compiler crash', 'compile time error', 'c interop', 'compiler optimization', 'compiler errors', 'compiling', 'compiler rt', 'compilers', 'cpp extension', 'code optimization', 'cross compile', 'compiler feedback', 'compiler frontend', 'compiler panic', 'extern c', 'compiler builtins', 'a compiler', 'incremental compilation', 'compiler issue', 'weak pointers', 'cmd/compile', 'compiler diagnostics', 'compiler intrinsic', 't compiler error', 'smart pointers', 'compiler warnings', 'compiler design', 'pointer arithmetic', 'compilation time', 'c compiler', 'fn pointer', 'compile time issue', 'compile time behavior', 'c api', 'compiler specific', 'language c', 'translate c', 'c code', 'compiler internal error', 'compiler interaction', 'internal compiler error', 'compiler regression', 'c enhancement', 'compiler message', 'pointer aliasing', 'miscompile', 'compiler feature', 'runtime warning', 'dynamic compilation', 'c++ api', 'cpp wrapper', 'compilererror', 'c implementation', 'java compiler', 'c cpp', 'c language', 'function pointer', 'linker error', 'compilation issue', 'jit compilation', 'internalcompilererror', 'compiler flags', 'linker issue', 'cmd compile', 'domain: compiler', 'language compiler', 'c extensions', 'conditional compilation', 'compiler issues', 'compiler bugs', 'domain compiler', 'compiler features', 'compiler implementation', 'jit compiler', 'dynamic compiler', 'go c interop', 'compiler optimizations', 'pointers', 'compiler assertion', 'compilation bug', 'compiler interpretation', 'compiler configuration', 'compile failure', 'function pointers', 'pointer', 'compilation failure', 'linker problem', 'compiler verification', 'category: compilation', 'c++ related', 'c standard', 'pointer comparison', 'compiler diagnostic', 'cpp backend', 'c bug', 'compile fail', 'function compilation', 'smart pointer', 'cpp compile error', 'cpp issue']"
feature proposal,2,feature request,2225,2785,"['feature request', 'feature', 'features', 'new feature', 'featurerequest', 'feature discussion', 'missing feature', 'feature index', 'feature management', 'feature proposal', 'feature gate', 'type: feature request', 'type:feature request', 'category:feature request', 'unimplemented feature', 'category feature request', 'feature requests', 'feature change', 'feature interaction']"
ui design,3,ui,1340,2316,"['ui', 'ux', 'user interface', 'user experience', 'design', 'usability', 'feedback', 'interface', 'ui ux', 'ui enhancement', 'interactive', 'ui improvement', 'ui feedback', 'ui/ux', 'code improvement', 'ui design', 'ui interaction', 'ui layout', 'interaction', 'ui feature', 'user feedback', 'ux improvement', 'ui customization', 'domain: user experience', 'ux feedback', 'ui appearance', 'user interfaces', 'user interaction', 'gui improvement', 'design proposal', 'design discussion', 'design change', 'ui suggestion', 'ui look and feel', 'ui upgrade', 'ui request', 'ui change']"
build related,3,build,895,1875,"['build', 'build system', 'build failure', 'build process', 'buildpack', 'build error', 'build issue', 'buildpacks', 'build performance', 't build system', 'build related', 'build info', 'build issues', 'x/build', 'buildinfo', 'project management', 'build id', 'buildmode', 'release build', 'build script', 'makefile', 'project setup', 'project structure', 'build isolation', 'incremental build', 'project configuration', 'build configuration', 'make', 'project maintenance', 'topic:build', 'production build', 'package build', 'build problem', 'windows build', 'insider build', 'canary build', 'build mode', 'build tool configuration', 'build output', 'subprojects', 'reproducible builds', 'build time', 'project isolation', 'run make', 'build pack']"
api use,2,api,829,1503,"['api', 'api change', 'api design', 'api proposal', 'rest api', 'fetch', 'api documentation', 'api clarity', 'api compatibility', 'api enhancement', 'api breaking change', 'api reference', 'api deprecation', 'api improvement', 'api behavior', 'api docs', 'api error', 'api usage', 'api issue', 'api breaking', 'api consistency', 'api incompatibility', 'api request', 'api missing', 'web api', 'api review', 'api removal', 'api update', 'api doc', 'api testing', 'internal api', 'n api', 'unstable api', 'api stability', 'api regression', 'api bug', 'api upgrade', 'api access', 'api integration', 'client api', 'domain: api', 'api exposure', 'domain: api design', 'topic: api', 'web apis', 'category: api', 'topic: api change', 'fetch api', 'deprecated api', 'api keys', 'api mismatch', 'native fetch', 'public api', 'api version', 'api client', 'api evolution', 'api suggestion', 'api compliance', 'api use']"
