representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
issue,106,bug,14650,16094,"['bug', 'bugs', 'build issue', 'runtime issue', 'link issue', 'driver issue', 'download issue', 'rustc bug', 'type: bug', 'plugin issue', 'extension issues', 'extension issue', 'build issues', 'format issue', 'abi issue', 'doc issue', 'template issue', 'test issue', 'parser issue', 'issue', 'display issue', 'translation issue', 'integration issue', 'model issue', 'backend issues', 'css issue', 'bug fix', 'rendering issue', 'analysis issue', 'issue tracking', 'issue comment', 'issues', 'login issue', 'parser bug', 'install issue', 'documentation bug', 'bug report', 'ci issue', 'installation issue', 'compilation issue', 'tracking issue', 'language bug', 'sync issue', 'configuration issue', 'documentation issue', 'import issue', 'connection issue', 'lifetime issue', 'compatibility issue', 'package issue', 'lifetime issues', 'upgrade issue', 'testing issue', 'windows issue', 'network issue', 'path issue', 'tooling issue', 'toolchain issue', 'encoding issue', 'linking issue', 'type: issue', 'accuracy issue', 'migration issue', 'general issue', 'cache issue', 'language issue', 'lint issue', 'attribute issue', 'cuda issue', 'tensor issue', 'functional issue', 'cross platform issue', 'plugin issues', 'database issue', 'uv issue', 'accessibility issues', 'cosmetic', 'production issue', 'cgo issue', 'alignment issue', 'runtime issues', 'lsp issue', 'feature bug', 'compilation bug', 'diagnostic issue', 'rustc issue', 'setup issue', 'reference issue', 'generic issue', 'bug introduction', 'issue type/bug', 'sanitizer issue', 'crates issue', 'pytorch issues', 'pytorch issue', 'graph issue', 'numerical issues', 'layout issue', 'numerical issue', 'styling issue', 'bug fix request', 'minor issue', 'optimization issue', 'completion issue', 'decompiler bug', 'disassembly issue', 'ghidra bug', 'decompilation issue', 'storage issue', 'stdlib issue', 'build problem', 'minor', 'query issue', 'minor bug', 'focus issue', 'ux issue', 'reproducible issue', 'save issue', 'bundling issue', 'metadata issue', 'refresh issue', 'concurrency issue', 'formatting issue', 'url issue', 'doc bug', 'javascript issue', 'resolver issue', 'search issue', 'async issue', 'content issue', 'website issue', 'gpu issue', 'path issues', 'routing issue', 'blocking issue', 'good first issue', 'mapping issue', 'date format issue', 'consistency issue', 'issue template', 'classloader issue', 'debugging issue', 'conversion issue', 'external issue tracker', 'issue list', 'video issue', 'browser issue', 'jit issue', 'visibility issue', 'c bug', 'debugger issue', 'generic issues', 'issue porting', 'binding issue', 'keyboard issue', 'auth issue', 'target issue', 'backend issue', 'dtype issue', 'classpath issue', 'codec issue', 'a11y issues', 'issue report', 'extension bug', 'rendering issues', 'redirect issue', 'production bug', 'os issue', 'os issues', 'cleanup issue', 'layout problem', 'functional bug', 'test bug', 'upgrade issues', 'filesystem issue', 'decompiler issue', 'table issue', 'schedule issue', 'upload issue', 'platform issue', 'coloring issue']"
bugfix,11,enhancement,1655,1906,"['enhancement', 'proposal', 'insiders', 'milestone', 'type: enhancement', 'beta', 'pr', 'announcement', 'bugfix', 'type: bugfix', 'standardization', 'roadmap', 'prerelease']"
documentation,2591,documentation,2591,3047,"['documentation', 'docs', 'doc', 'wiki', 'tutorial', 'javadoc', 'examples', 'spring rest docs', 'readme', 'changelog', 'rest docs', 'command guide', 'intra doc links', 'update guide', 'pytorch docs', 'guides', 'type: documentation', 'domain: documentation', 'category: documentation', 'documentation inconsistency', 'documentation generation', 'rustc dev guide', 'documentation needed', 'documentation suggestion', 'doc suggestion', 'doc link']"
update,31,dependency update,562,711,"['dependency update', 'library update', 'update', 'new architecture', 'new feature', 'insert mode', 'new arch', 'new instance', 'new note', 'self update', 'insert', 'delete', 'new renderer', 'new relic', 'ci update', 'test update', 'dependencies update']"
ubsan error,2,test failure,1026,5337,"['test failure', 'runtime error', 'crash', 'panic', 'error', 'compile error', 'type error', 'build failure', 'error message', 'segfault', 'warning', 'assertionerror', 'runtimeerror', 'assertion failure', 'compilation error', 'build error', 'exception', 'import error', 'warnings', 'npe', 'assertion error', 'test failures', 'compiler crash', 'segmentation fault', 'ci test failure', 'internal error', 'compile time error', 'oom', 'runtime crash', 'rustc error', 'ci failure', 'api error', 'errors', 'download failure', 'error reporting', 'parse error', 'syntax error', 'startup failure', 'runtime errors', 'failure', 'server error', 'type crash', 'macro errors', 'parsing error', 'upload error', 'fatal error', 'task failure', 'import errors', 'nullpointerexception', 'internalerror', 'js error', 'rustc internal error', 'error page', 'runtime warning', 'validation error', 'attribute error', 'unit test failure', 'parser error', 'failure analysis', 'failure analyzer', 'outofmemoryerror', 'script error', 'ioexception', 'runtime exception', 'exception message', 'io error', 'import failure', 'keyerror', 'transient errors', 'logic error', 'function error', 'exceptions', 'linker error', 'region error', 'sql error', 'error report', 'deprecation warning', 'installation failure', 'testing failure', 'crash report', 'javascript error', 'java exception', 'crashes', 'unexpected error', 'internal server error', 'error messages', 'evaluation error', 'crash reporting', 'type: error message', 'compile failure', 'allocation error', 'logical error', 'rustc warning', 'linking error', 'compilation failure', 'rustc panic', 'lowering exception', 'oom error', 'sync failure', 'programming error', 'database error', 'vim internal error', 'recursive error', 'panics', 'load error', 'crash recovery', 'torch runtime error', 'recursion error', 'guard failure', 'warning messages', 'key error', 'cuda error', 'intermittent failure', 'memory error', 'io exception', 'classcastexception', 'network error', 'bounds error', 'integration test failure', 'error suggestion', 'segv', 'content error', 'unittest failure', 'filesystem error', 'push failure', 'publish failure', 'utf8 error', 'lint warning', 'cpp compile error', 'backend failure', 'name error', 'binding errors', 'math error', 'copy error', 'init error', 'ubsan error', 'sanitizer error']"
rustc compiler,11,compiler,1145,5661,"['compiler', 'compiler error', 'runtime', 'optimization', 'rustc', 'jit', 'compiler bug', 'compilation', 'llvm', 'macro', 'torch compile', 'compile', 'linker', 'reflection', 'compiler internal', 'unsafe code', 'compiler warning', 'runtime panic', 'cpp', 'cross compilation', 'f compiler', 'f compiler error', 'compiler lint', 'elf', 'unsafe', 't compiler', 'asm', 'compiler suggestion', 'macro expansion', 'svelte compiler', 'compiler optimization', 'compiler errors', 'macro rules', 'compiling', 'assembly', 'pgo', 'proc macro', 'compiler rt', 'msvc', 'compilers', 'cpp extension', 'cross compile', 'assembler', 'dwarf', 'compiler feedback', 'relocation', 'compiler frontend', 'compiler panic', 'extern c', 'compiler builtins', 'f unsafe', 'cfi', 'a compiler', 'incremental compilation', 'extern', 'angular compiler', 'area compiler', 'compiler issue', 'compile autograd', 'inlining', 'clang', 'disassembly', 'pdb', 'disassembler', 'rtti', 'compiler diagnostics', 'compile test', 'compiler intrinsic', 't compiler error', 'f compiler errors', 'f macro', 'extern blocks', 'f compiler internal', 'macros', 'macro related', 'compiler warnings', 'compiler design', 'vectorization', 'ub', 'c compiler', 'aot compilation', 'aot compiler', 'aot compile', 'pytorch compiler', 'pytorch compile', 'pe', 'compiler specific', 'gcc', 'pip compile', 'uv pip compile', 'compiler internal error', 'deno compile', 'compiler interaction', 'internal compiler error', 'compiler regression', 'derive macros', 'rustc llvm', 'compiler message', 'a llvm', 'compiler feature', 'torch compiler', 'dynamic compilation', 'torch jit', 'clang tidy', 'cpp wrapper', 'java compiler', 'rust compiler', 'runtime hints', 'c cpp', 'gdt', 'coff', 'preprocessor', 'objcopy', 'runtime filter', 'jit compilation', 'go compiler', 'rustc compiler', 'compiler flags', 'linker issue', 'deno runtime', 'mir optimization', 'cmd compile', 'domain: compiler', 'language compiler', 'llvm ir', 'topic: optimization', 'conditional compilation', 'compiler issues', 'compiler bugs', 'domain compiler', 'compiler features', 'compiler implementation', 'jit compiler', 'compiled autograd', 'pytorch optimization', 'dynamic compiler', 'legal', 'php compiler', 'compiler optimizations', 'assembly language', 'ld', 'compiler assertion', 'domain: runtime', 'deno compiler', 'compiler interpretation', 'compiler configuration', 'lto', 'linker problem', 'macro system', 'compiler verification', 'backend compiler failed', 'category: compilation', 'type: optimization', 'domain: optimization', 'assembly disassembly', 'edge runtime', 'gccgo', 'vtable', 'derive macro', 'compiler diagnostic', 'cpp backend', 'optimizations', 'executable', 'macro redefinition', 'compile fail', 'bytecode', 'expansion', 'dylib', 'template compiler', 'cpp issue']"
request,17,feature request,2225,2802,"['feature request', 'routing', 'spring session', 'session', 'redirect', 'url', 'router', 'middleware', 'uri', 'pull request', 'request mapping', 'pull requests', 'request body', 'request handling', 'cookie', 'bean post processing', 'urls', 'cookies', 'url handling', 'url parsing', 'request binding', 'response', 'uri encoding', 'next router', 'typed routes', 'registration', 'pytorch feature request', 'type feature request', 'redirects', 'url update', 'post processor', 'response format', 'request stats', 'request parameter', 'response handling', 'request', 'support request', 'os request', 'merge request', 'login', 'index url', 'type: feature request', 'type:feature request', 'pages router', 'bean post processor', 'category:feature request', 'category feature request', 'feature requests', 'uri handling', 'url encoding', 'intercepting routes', 'uri parsing', 'request response', 'ui request', 'doc request', 'route interception', 'url pattern', 'url handlers', 'uri template', 'documentation request']"
a rustdoc ui,7,ui,1340,2178,"['ui', 'component', 'gui', 'components', 'lifecycle', 'ui bug', 'ui issue', 'ui ux', 'component interaction', 'svelte component', 'ui enhancement', 'vscode ui', 'ui feedback', 'ui tests', 'a rustdoc ui', 'terminal ui', 'ui design', 'extension interaction', 'ui interaction', 'interaction', 'standalone components', 'ui component', 'ui feature', 'plugin interaction', 'ui components', 'domain: ui', 'component issue', 'component lifecycle', 'ui customization', 'ui appearance', 'standalone component', 'editor ui', 'ui test', 'component conflict', 'ui automation', 'component hydration', 'gui issue', 'ui preview', 'ui issues', 'ui suggestion', 'ui look and feel', 'ui a11y', 'ui glitch', 'ui bugs', 'feature interaction', 'svelte component interaction', 'vimscript interaction']"
build configuration,4,configuration,999,5078,"['build', 'plugin', 'gradle', 'configuration', 'maven', 'dependency', 'installation', 'workspace', 'config', 'dependencies', 'auto configuration', 'settings', 'packaging', 'dependency conflict', 'package manager', 'classpath', 'build tools', 'gradle plugin', 'install', 'dependency issue', 'plugin update', 'maven plugin', 'settings sync', 'packages', 'download', 'build tool', 'jar', 'registry', 'configure', 'classloading', 'plugin upgrade', 'build tooling', 'package installation', 'extension installation', 'build related', 'circular dependency', 'installer', 'plugins', 'build info', 'classloader', 'project', 'deno install', 'workspaces', 'setup', 'dependency issues', 'library dependency', 'dependencymanagement', 'esql plugin', 'osgi', 'artifact', 'editable install', 'uv config', 'tool installation', 'workspace trust', 'launch config', 'peer dependencies', 'build id', 'pkg config', 'release build', 'dev settings', 'deno workspace', 'aux build', 'dependency check', 'artifacts', 'runtime dependency', 'dependency problem', 'task dependency', 'executable jar', 'manifest', 'ci build', 'transform plugin', 'package registry', 'jpms', 'run configuration', 'offline download', 'external dependency', 'build backend', 'uv project', 'project setup', 'editable packages', 'pip install', 'dev dependencies', 'optional dependencies', 'project structure', 'build isolation', 'preferences', 'package dependency', 'ini', 'incremental build', 'plugin integration', 'filetype plugin', 'go build', 'package', 'domain: build', 'project configuration', 'vim plugin', 'build configuration', 'uber jar', 'deno configuration', 'plugin configuration', 'package configuration', 'classpath loading', 'uv configuration', 'vscode configuration', 'default configuration', 'project maintenance', 'sync package', 'go project', 'topic: configuration', 'private registries', 'hugo build', 'dependency bump', 'domain: build tool', 'repackaging', 'fzf configuration', 'package build', 'component configuration', 'insider build', 'canary build', 'mir build', 'cyclic dependency', 'build tool configuration', 'transitive dependency', 'inference plugin', 'ml plugin', 'circular dependencies', 'editable installs', 'project isolation', 'context packages', 'config management', 'security plugin', 'upstream dependency', 'package versioning', 'internal package', 'vite plugin', 'surefire plugin', 'multi root workspace', 'private registry', 'postcss plugin', 'build pack', 'platform dependencies', 'test configuration', 'build helper', 'maven integration', 'spatial plugin', 'order dependency', 'isolation', 'optional dependency', 'workspace package', 'reinstallation', 'auth plugin']"
client api,2,api,829,3054,"['api', 'web', 'frontend', 'server', 'web server', 'language server', 'api change', 'extension api', 'backend', 'rest', 'api design', 'tidb server', 'pytorch api', 'mobile', 'client', 'rpc', 'api proposal', 'desktop', 'python api', 'rest api', 'node api', 'api documentation', 'api clarity', 'grpc', 'api compatibility', 'api enhancement', 'server actions', 'client server', 'api breaking change', 'api reference', 'api deprecation', 'authorization server', 'soap', 'api improvement', 'api behavior', 'api docs', 'web flux', 'uv api', 'api usage', 'api issue', 'dev server', 'api breaking', 'type api', 'api consistency', 'spring authorization server', 'endpoint', 'api incompatibility', 'client side', 'server rendering', 'api request', 'api missing', 'web api', 'api review', 'platform server', 'torch api', 'web client', 'rest client', 'api removal', 'web mvc', 'web framework', 'code server', 'api update', 'web ui', 'next.js api', 'next api', 'server side', 'server action', 'client side navigation', 'server side rendering', 'web streams', 'api doc', 'inductor backend', 'pytorch frontend', 'c api', 'web components', 'area api', 'type api change', 'dev services', 'endpoints', 'service', 'web application', 'webservices', 'conversion service', 'api testing', 'vscode web', 'web extensions', 'client side rendering', 'jsonrpc', 'internal api', 'v8 api', 'n api', 'unstable api', 'api stability', 'api regression', 'functional api', 'c++ api', 'api bug', 'tensor api', 'hugo server', 'services', 'web services', 'service connections', 'web testing', 'api upgrade', 'java api', 'client request factory', 'api access', 'symbol server', 'web clipper', 'web interface', 'api integration', 'observer api', 'cli server', 'client api', 'pd api', 'desktop integration', 'web development', 'domain: api', 'go language server', 'vscode api', 'domain language server', 'domain: language server', 'api exposure', 'labels: api', 'elasticsearch api', 'vscode server', 'language service', 'domain: api design', 'server components', 'topic: api', 'web apis', 'category: api', 'topic: api change', 'fetch api', 'type: api change', 'pytorch backend', 'deprecated api', 'embedded server', 'api keys', 'instantiation service', 'web platform', 'api mismatch', 't rustdoc frontend', 'public api', 'api version', 'service connection', 'api client', 'api evolution', 'rpc server', 'api suggestion', 'lang server', 'api compliance', 'web extension', 'mock server', 'web driver', 'api response', 'rest esql', 'search api', 'backends', 'api use', 'rest assured', 'scroll api', 'servlet api', 'executor service']"
