representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
bug,14650,bug,14650,14870,"['bug', 'bugs', 'rustc bug', 'type: bug', 'bug fix', 'bug report', 'feature bug', 'bug introduction', 'decompiler bug', 'ghidra bug', 'c bug', 'issue report']"
enhancement,1655,enhancement,1655,1757,"['enhancement', 'type: enhancement']"
documentation,2591,documentation,2591,2814,"['documentation', 'docs', 'pytorch docs', 'type: documentation', 'domain: documentation', 'category: documentation', 'documentation inconsistency', 'documentation generation', 'documentation needed', 'documentation suggestion', 'doc suggestion']"
dependencies update,2,dependency update,562,579,"['dependency update', 'library update', 'dependencies update']"
failure,75,test failure,1026,1994,"['test failure', 'build failure', 'assertion failure', 'test failures', 'ci test failure', 'ci failure', 'download failure', 'startup failure', 'failure', 'task failure', 'unit test failure', 'failure analysis', 'failure analyzer', 'installation failure', 'testing failure', 'compile failure', 'compilation failure', 'sync failure', 'guard failure', 'intermittent failure', 'integration test failure', 'unittest failure', 'push failure', 'publish failure', 'backend failure']"
svelte compiler,9,compiler,1145,2368,"['compiler', 'compiler error', 'compiler bug', 'compiler internal', 'compiler warning', 'f compiler', 'f compiler error', 'compiler lint', 't compiler', 'compiler suggestion', 'svelte compiler', 'compiler optimization', 'compiler errors', 'compiler rt', 'compilers', 'compiler feedback', 'compiler frontend', 'compiler panic', 'compiler builtins', 'a compiler', 'angular compiler', 'area compiler', 'compiler issue', 'compiler diagnostics', 'compiler intrinsic', 't compiler error', 'f compiler errors', 'f compiler internal', 'compiler warnings', 'compiler design', 'c compiler', 'aot compiler', 'pytorch compiler', 'compiler specific', 'compiler internal error', 'compiler interaction', 'internal compiler error', 'compiler regression', 'compiler message', 'compiler feature', 'torch compiler', 'java compiler', 'rust compiler', 'go compiler', 'rustc compiler', 'compiler flags', 'domain: compiler', 'language compiler', 'compiler issues', 'compiler bugs', 'domain compiler', 'compiler features', 'compiler implementation', 'jit compiler', 'dynamic compiler', 'php compiler', 'compiler optimizations', 'compiler assertion', 'deno compiler', 'compiler interpretation', 'compiler configuration', 'compiler verification', 'backend compiler failed', 'compiler diagnostic', 'template compiler']"
request,17,feature request,2225,2370,"['feature request', 'pull request', 'request mapping', 'pull requests', 'request body', 'request binding', 'pytorch feature request', 'type feature request', 'request stats', 'request parameter', 'request', 'support request', 'os request', 'merge request', 'type: feature request', 'type:feature request', 'category:feature request', 'category feature request', 'feature requests', 'request response', 'ui request', 'doc request', 'documentation request']"
a rustdoc ui,7,ui,1340,1823,"['ui', 'gui', 'ui bug', 'ui issue', 'ui ux', 'ui enhancement', 'vscode ui', 'ui feedback', 'ui tests', 'a rustdoc ui', 'terminal ui', 'ui design', 'ui interaction', 'ui feature', 'domain: ui', 'ui customization', 'ui appearance', 'editor ui', 'ui test', 'ui automation', 'gui issue', 'ui preview', 'ui issues', 'ui suggestion', 'ui a11y', 'ui glitch', 'ui bugs']"
build,895,build,895,1090,"['build', 'build tools', 'build tool', 'build tooling', 'build related', 'build info', 'release build', 'aux build', 'ci build', 'build backend', 'incremental build', 'go build', 'domain: build', 'hugo build', 'domain: build tool', 'insider build', 'canary build', 'mir build', 'build tool configuration', 'build pack', 'build helper']"
api,829,api,829,1632,"['api', 'api change', 'extension api', 'api design', 'pytorch api', 'api proposal', 'python api', 'rest api', 'node api', 'api documentation', 'api clarity', 'api compatibility', 'api enhancement', 'api breaking change', 'api reference', 'api deprecation', 'api improvement', 'api behavior', 'api docs', 'uv api', 'api usage', 'api issue', 'api breaking', 'type api', 'api consistency', 'api incompatibility', 'api request', 'api missing', 'api review', 'torch api', 'api removal', 'api update', 'next.js api', 'next api', 'api doc', 'c api', 'area api', 'type api change', 'api testing', 'internal api', 'v8 api', 'n api', 'unstable api', 'api stability', 'api regression', 'functional api', 'c++ api', 'api bug', 'tensor api', 'api upgrade', 'java api', 'api access', 'api integration', 'observer api', 'client api', 'pd api', 'domain: api', 'vscode api', 'api exposure', 'labels: api', 'elasticsearch api', 'domain: api design', 'topic: api', 'category: api', 'topic: api change', 'fetch api', 'type: api change', 'deprecated api', 'api keys', 'api mismatch', 'public api', 'api version', 'api client', 'api evolution', 'api suggestion', 'api compliance', 'api response', 'search api', 'api use', 'scroll api', 'servlet api']"
