representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
bug report,42,bug,14650,15118,"['bug', 'bugs', 'type:bug', 'type: bug', 'type/bug', 'issue', 'fix', 'bug fix', 'issue comment', 'issues', 'bug report', 'bugfix', 'type: bugfix', 'general issue', 'feature bug', 'fix it', 'bug introduction', 'issue type/bug', 'bug fix request', 'minor issue', 'minor bug', 'issue list', 'suggest fix', 'fix needed', 'issue report']"
enhancement,1655,enhancement,1655,2132,"['enhancement', 'improvement', 'type:enhancement', 'type/enhancement', 'decorations', 'decoration', 'kind/enhancement', 'type: enhancement', 'extras', 'cosmetic', 'miscellaneous', 'general improvement']"
topic:documentation,2,documentation,2591,2685,"['documentation', 'manpage', 'man pages', 'type: documentation', 'documentation bug', 'domain: documentation', 'documentation issue', 'domain:documentation', 'category: documentation', 'documentation inconsistency', 'topic/documentation', 'documentation generation', 'type:documentation', 'topic:documentation', 'documentation needed', 'documentation suggestion', 'documentation request']"
dependencies,305,dependency upgrade,971,3170,"['dependency update', 'dependency upgrade', 'dependency management', 'dependency', 'dependency resolution', 'dependencies', 'dependency conflict', 'dependency injection', 'dependency issue', 'circular dependency', 'dependencyinjection', 'dependency issues', 'library dependency', 'dependencyupgrade', 'dependencymanagement', 'dependencyupdate', 'dependencyresolution', 'peer dependencies', 'dependency check', 'runtime dependency', 'dependency problem', 'external dependency', 'dev dependencies', 'optional dependencies', 'package dependency', 'domain: dependency management', 'domain:dependencies', 'third party dependency', 'dependency bump', 'topic:dependency management', 'cyclic dependency', 'missing dependency', 'circular dependencies', 'upstream dependency', 'git dependency', 'platform dependencies', 'dependencies upgrade', 'dependencies update', 'optional dependency']"
testing,1629,testing,1629,4313,"['test failure', 'testing', 'test', 'integration test', 'testfailure', 'flaky test', 'test framework', 'testcontainers', 'integration tests', 'compiletest', 'test failures', 'test infrastructure', 'test flaky', 'test suite', 'tests', 'smoke test', 'vitest', 'unittest', 'area/testing', 'test improvement', 'test missing', 'go test', 'test related', 'ui tests', 'compile test', 'test enhancement', 'a code coverage', 'unit testing', 'regtest', 'system tests', 'unit tests', 'test issue', 'integrationtests', 'integrationtest', 'unit test', 'test results', 'test coverage', 'runtime test', 'test case', 'test execution', 'unit test failure', 'test strategy', 'it test', 'test integration', 'test flakiness', 'integration testing', 'testkit', 'domain: testing', 'domain:testing', 'testing issue', 'testing failure', 'area: testing', 'test/failure', 'domain/testing', 'topic: testing', 'go/test', 'area testing', 'testing infrastructure', 'parallel testing', 'ui test', 'code coverage', 'test flake', 'test logic', 'functional test', 'build test', 'functional tests', 'test environment', 'system test', 'integ test', 'test kit', 'randomized testing', 'integration test failure', 'disabled test', 'unittest failure', 'internal tests', 'skip test', 'testability', 'flaky tests', 'test bug', 'test configuration', 'profile integ tests', 'concurrent test', 'test context']"
compiler issue,11,compiler,1145,3016,"['compiler', 'compiler error', 'compile error', 'compiler bug', 'compile time', 'compilation', 'compiler behavior', 'compile', 'linker', 'compiler internal', 'compiler warning', 'compilation error', 'cross compilation', 'compiler lint', 't compiler', 'compiler suggestion', 'compiler crash', 'compile time error', 'compiler errors', 'compiling', 'compiler rt', 'compilers', 'cross compile', 'compiler feedback', 'compiler frontend', 'compiler panic', 'compiler builtins', 'a compiler', 'compiler issue', 'cmd/compile', 'compiler diagnostics', 'compiler intrinsic', 't compiler error', 'compiler warnings', 'compiler design', 'compilation time', 'compile time issue', 'compile time behavior', 'compiler specific', 'compiler interaction', 'compiler regression', 'compiler message', 'miscompile', 'compiler feature', 'dynamic compilation', 'compilererror', 'linker error', 'compilation issue', 'compiler flags', 'linker issue', 'cmd compile', 'language compiler', 'conditional compilation', 'compiler issues', 'compiler bugs', 'compiler features', 'compiler implementation', 'dynamic compiler', 'compiler assertion', 'compilation bug', 'compiler interpretation', 'compiler configuration', 'compile failure', 'compilation failure', 'linker problem', 'compiler verification', 'category: compilation', 'compiler diagnostic', 'compile fail', 'cpp compile error', 'cpp issue']"
feature proposal,2,feature request,2225,2780,"['feature request', 'feature', 'features', 'new feature', 'featurerequest', 'feature discussion', 'feature index', 'feature management', 'feature proposal', 'feature gate', 'type: feature request', 'type:feature request', 'category:feature request', 'category feature request', 'feature requests', 'feature change', 'feature interaction']"
user interfaces,2,ui,1340,2133,"['ui', 'accessibility', 'user interface', 'user experience', 'interface', 'ui ux', 'user facing', 'ui/ux', 'media queries', 'ux improvement', 'accessibility issues', 'domain: user experience', 'user interfaces', 'ux issue', 'responsive design']"
build related,3,build,895,1928,"['build', 'build system', 'build failure', 'build tools', 'build process', 'buildpack', 'build error', 'build issue', 'build tool', 'buildpacks', 'build performance', 't build system', 'build tooling', 'build related', 'build info', 'build issues', 'buildinfo', 'build id', 'buildmode', 'release build', 'build script', 'build configuration', 'topic:build', 'production build', 'package build', 'build problem', 'windows build', 'insider build', 'build mode', 'build tool configuration', 'build output', 'reproducible builds', 'build time', 'build pack']"
api use,2,api,829,1481,"['api', 'api change', 'api design', 'api proposal', 'rest api', 'api documentation', 'api clarity', 'api compatibility', 'api enhancement', 'api breaking change', 'api reference', 'api deprecation', 'api improvement', 'api behavior', 'api docs', 'api error', 'api usage', 'api issue', 'api breaking', 'type api', 'api consistency', 'api incompatibility', 'api request', 'api missing', 'api review', 'api removal', 'api update', 'api doc', 'type api change', 'api testing', 'internal api', 'n api', 'unstable api', 'api stability', 'api regression', 'api bug', 'api upgrade', 'java api', 'api access', 'api integration', 'client api', 'domain: api', 'api exposure', 'labels: api', 'domain: api design', 'topic: api', 'category: api', 'topic: api change', 'type: api change', 'deprecated api', 'api keys', 'api mismatch', 'public api', 'api version', 'api client', 'api evolution', 'api suggestion', 'api compliance', 'api use']"
