representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
type: bug,94,bug,14650,14972,"['bug', 'bugs', 'type:bug', 'type: bug', 'type/bug', 'bug fix', 'bug report', 'bugfix', 'type: bugfix', 'feature bug', 'bug introduction']"
type:enhancement,34,enhancement,1655,2115,"['enhancement', 'improvement', 'type:enhancement', 'type/enhancement', 'kind/enhancement', 'type: enhancement', 'general improvement']"
topic:documentation,2,documentation,2591,2678,"['documentation', 'type: documentation', 'documentation bug', 'domain: documentation', 'documentation issue', 'domain:documentation', 'category: documentation', 'documentation inconsistency', 'topic/documentation', 'documentation generation', 'type:documentation', 'topic:documentation', 'documentation needed', 'documentation suggestion', 'documentation request']"
dependency issue,42,dependency upgrade,971,1643,"['dependency update', 'dependency upgrade', 'dependency conflict', 'dependency issue', 'dependency issues', 'library dependency', 'dependencyupgrade', 'dependencyupdate', 'peer dependencies', 'dependency check', 'dependency problem', 'dev dependencies', 'package dependency', 'missing dependency', 'git dependency', 'platform dependencies', 'dependencies upgrade', 'dependencies update']"
test failure,1026,test failure,1026,1232,"['test failure', 'flaky test', 'test failures', 'test flaky', 'test missing', 'test issue', 'test results', 'test flakiness', 'testing issue', 'testing failure', 'test/failure', 'test flake', 'flaky tests', 'test bug']"
compiler,1145,compiler,1145,1646,"['compiler', 'compile time', 'compilation', 'compile', 'cross compilation', 'compiler suggestion', 'compiling', 'compiler rt', 'compilers', 'cross compile', 'compiler frontend', 'compiler builtins', 'a compiler', 'cmd/compile', 'compiler design', 'compilation time', 'compiler specific', 'dynamic compilation', 'cmd compile', 'language compiler', 'conditional compilation', 'compiler implementation', 'dynamic compiler', 'category: compilation']"
feature proposal,2,feature request,2225,2303,"['feature request', 'new feature', 'featurerequest', 'feature proposal', 'type: feature request', 'type:feature request', 'feature requests', 'feature change']"
user interfaces,2,ui,1340,1885,"['ui', 'user interface', 'user experience', 'interface', 'ui ux', 'user facing', 'ui/ux', 'domain: user experience', 'user interfaces']"
build system,391,build,895,1303,"['build', 'build system', 'build performance', 't build system', 'topic:build', 'build time']"
compiler issue,11,compiler error,493,1124,"['compiler error', 'compile error', 'compiler bug', 'compiler warning', 'compilation error', 'compiler crash', 'compile time error', 'compiler errors', 'compiler panic', 'compiler issue', 'compiler warnings', 'compile time issue', 'compiler message', 'miscompile', 'compilererror', 'compilation issue', 'compiler issues', 'compiler bugs', 'compilation bug', 'compile failure', 'compilation failure', 'compile fail', 'cpp compile error', 'cpp issue']"
api use,2,api,829,959,"['api', 'api proposal', 'rest api', 'api enhancement', 'api improvement', 'api usage', 'api request', 'api review', 'api testing', 'internal api', 'java api', 'api access', 'api integration', 'client api', 'api client', 'api suggestion', 'api compliance', 'api use']"
domain: performance,10,performance,1955,1975,"['performance', 'domain: performance', 'domain:performance', 'category performance', 'topic performance', 'topic:performance']"
testing,1629,testing,1629,2334,"['testing', 'test', 'testfailure', 'testcontainers', 'tests', 'vitest', 'test related', 'ui tests', 'regtest', 'system tests', 'runtime test', 'test execution', 'it test', 'testkit', 'ui test', 'system test', 'test kit', 'test context']"
ci cd,18,ci,744,777,"['ci', 'ci cd', 'ci/cd', 'topic: ci', 'category:ci']"
application runtime,2,runtime,626,635,"['runtime', 'runtime hints', 'application runtime', 'runtime environment']"
security,819,security,819,851,"['security', 'safety', 'protection']"
cli tool,10,cli,420,476,"['cli', 'command line interface', 'cli usage', 'command line tool', 'cli tool', 'command line tools', 'cli server', 'command line options', 'cli options', 'cli command']"
regression,441,regression,441,453,"['regression', 'type regression', 'visual regression', 'feature regression', 'kind/regression', 'regression test']"
text editing,7,editor,593,664,"['editor', 'editing', 'text editor', 'text editing']"
database,1070,database,1070,1084,"['database', 'database/sql', 'domain database', 'database engine', 'domain/database', 'database integration']"
features,16,feature,440,473,"['feature', 'features', 'feature discussion', 'feature index', 'feature management', 'feature gate', 'feature interaction']"
esql,252,esql,252,277,"['esql', 'esql plugin', 'esql spec']"
terminal feature,5,terminal,454,505,"['terminal', 'terminal ui', 'terminal behavior', 'terminal app', 'terminal emulation', 'terminal protocol', 'windows terminal', 'terminal feature', 'terminal features', 'terminal emulator']"
gopls,339,gopls,339,342,"['gopls', 'area:gopls']"
log,14,logging,463,512,"['logging', 'logsdb', 'log4j2', 'log4j', 'general log', 'log', 'log analysis', 'log level']"
plugin support,3,plugin,269,345,"['plugin', 'plugin update', 'plugin upgrade', 'plugin issue', 'plugins', 'plugin integration', 'plugin interaction', 'plugin compatibility', 'plugin configuration', 'plugin system', 'plugin issues', 'plugin management', 'plugin support']"
linux,113,windows,415,716,"['windows', 'macos', 'linux', 'unix', 'ubuntu', 'microsoft', 'osx']"
runtime error,393,runtime error,393,464,"['runtime error', 'runtimeerror', 'runtime panic', 'runtime issue', 'runtime crash', 'runtime errors', 'runtime warning', 'runtime exception', 'runtime issues']"
type system,644,type system,644,758,"['type system', 'go/types', 'types', 'go types', 'typesystem', 'abstract types', 'complex types']"
gradle,295,gradle,295,340,"['gradle', 'gradle plugin', 'gradcheck', 'domain:gradle']"
topic:configuration,2,configuration,999,1008,"['configuration', 'default configuration', 'topic: configuration', 'configuration option', 'topic:configuration']"
dynamo framework,2,dynamo,456,466,"['dynamo', 'dynamo export', 'category dynamo', 'dynamo framework']"
rendering,320,rendering,320,336,"['rendering', 'graphics', 'render', 'math rendering', 'image rendering']"
syntax,255,syntax,255,257,"['syntax', 'syntax definition']"
web,306,web,306,361,"['web', 'website']"
behavior,138,behavior,138,142,"['behavior', 'language behavior']"
extension handling,2,extension,256,418,"['extension', 'extensions', 'extension api', 'extension host', 'extension management', 'extensionhost', 'extensionapi', 'zend extension', 'php extension', 'extension development', 'php extensions', 'domain: extension', 'extension handling', 'extension system']"
accessibility,228,accessibility,228,230,"['accessibility', 'accessibility issues']"
docker,291,docker,291,316,"['docker', 'kubernetes', 'docker compose', 'domain: docker', 'docker image', 'docker integration']"
dependencies,305,dependency management,491,1527,"['dependency management', 'dependency', 'dependency resolution', 'dependencies', 'dependency injection', 'circular dependency', 'dependencyinjection', 'dependencymanagement', 'dependencyresolution', 'runtime dependency', 'external dependency', 'optional dependencies', 'domain: dependency management', 'domain:dependencies', 'third party dependency', 'dependency bump', 'topic:dependency management', 'cyclic dependency', 'circular dependencies', 'upstream dependency', 'optional dependency']"
maven integration,2,maven,224,322,"['maven', 'maven plugin', 'maven integration']"
