representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
bug,14650,bug,14650,15065,"['bug', 'type bug', 'bugs', 'type:bug', 'type: bug', 'type/bug', 'bug fix', 'bug report', 'bugfix', 'type: issue', 'type: bugfix', 'feature bug', 'type system bug', 'bug introduction', 'issue type/bug', 'type:issue', 'bug fix request', 'c bug']"
type/enhancement,4,enhancement,1655,2156,"['enhancement', 'improvement', 'api enhancement', 'api improvement', 'type improvement', 'type:enhancement', 'type/improvement', 'type enhancement', 'type/enhancement', 'kind/enhancement', 'c enhancement', 'type: enhancement', 'ci improvement', 'type: improvement']"
domain: documentation,15,documentation,2591,2642,"['documentation', 'type: documentation', 'domain: documentation', 'domain:documentation', 'category: documentation', 'topic/documentation', 'documentation generation', 'type:documentation', 'topic:documentation', 'documentation needed', 'documentation suggestion', 'doc suggestion', 'documentation request']"
dependency upgrade,971,dependency upgrade,971,1547,"['dependency update', 'dependency upgrade', 'dependencyupgrade', 'dependencyupdate', 'type:dependency upgrade', 'dependency bump', 'dependencies upgrade', 'dependencies update']"
test failure,1026,test failure,1026,1550,"['test failure', 'testfailure', 'test failures', 'ci test failure', 'ci failure', 'unit test failure', 'testing failure', 'test/failure', 'unittest failure']"
compiler,1145,compiler,1145,1200,"['compiler', 'compiler internal', 'compilers', 'compiler frontend', 'a compiler', 'compiler design', 'compiler interaction', 'domain: compiler', 'language compiler', 'compiler implementation']"
feature request,2225,feature request,2225,2296,"['feature request', 'featurerequest', 'feature discussion', 'feature proposal', 'type feature request', 'type: feature request', 'type:feature request', 'category:feature request', 'category feature request', 'feature requests']"
ui,1340,ui,1340,1647,"['ui', 'user interface', 'ui ux', 'ui/ux', 'ui design', 'domain:ui', 'domain: ui', 'domain: user interface', 'user interfaces']"
build tool,102,build,895,1435,"['build', 'build system', 'build tools', 'build tool', 't build system', 'build tooling', 'build related', 'domain:build tool', 'domain: build tool', 'package build', 'build std']"
compiler error,493,compiler error,493,1138,"['compiler error', 'compile error', 'compiler bug', 'compilation error', 'compiler crash', 'compile time error', 'compiler errors', 'compiler panic', 'compiler issue', 'compile time issue', 'compiler internal error', 'internal compiler error', 'compiler regression', 'compilererror', 'compilation issue', 'internalcompilererror', 'compiler issues', 'compiler bugs', 'compilation bug', 'compile failure', 'compilation failure', 'compile fail']"
api,829,api,829,911,"['api', 'api documentation', 'api reference', 'api docs', 'api doc', 'n api', 'domain: api', 'labels: api', 'topic: api', 'category: api']"
performance,1955,performance,1955,2020,"['performance', 'perf', 'runtime performance', 'performance optimization', 'domain: performance', 'performance improvement', 'domain:performance', 'category performance', 'performance monitoring', 'performance metrics', 'topic:performance']"
testing,1629,testing,1629,2295,"['testing', 'test', 'test suite', 'tests', 'test related', 'regtest', 'system tests', 'test results', 'test case', 'it test', 'domain: testing', 'domain:testing', 'area: testing', 'topic: testing', 'system test', 'testability', 'regression test']"
domain: ci,3,ci,744,765,"['ci', 'domain:ci', 'topic: ci', 'domain: ci', 'category:ci', 'oci']"
runtime,626,runtime,626,648,"['runtime', 'runtime behavior', 'domain: runtime', 'application runtime', 'runtime environment']"
domain:security,4,security,819,842,"['security', 'domain: security', 'domain:security', 'security issue', 'security plugin']"
cli,420,cli,420,544,"['cli', 'command line', 'command line interface', 'command line tool', 'cli tool', 'command line tools', 'domain:cli', 'cli command', 'area: cli', 'domain: cli']"
type regression,2,regression,441,449,"['regression', 'type regression', 'feature regression', 'kind/regression']"
domain:editor,3,editor,593,665,"['editor', 'editing', 'editable', 'domain:editor', 'domain:editing', 'domain: editor', 'area/editor', 'note editing', 'editor performance']"
database management,4,database,1070,1091,"['database', 'dba', 'data management', 'database management']"
type:feature,5,feature,440,522,"['feature', 'features', 'new feature', 'type feature', 'type/feature', 'target feature', 'target features', 'feature index', 'type:feature', 'type: feature', 'feat']"
esql,252,esql,252,280,"['esql', 'esql plugin', 'esql spec', 'rest esql']"
terminal,454,terminal,454,519,"['terminal', 'terminal integration', 'terminal ui', 'integrated terminal', 'terminal behavior', 'terminal app', 'terminal emulation', 'terminal protocol', 'windows terminal', 'terminal feature', 'domain: terminal', 'terminal features', 'tty', 'terminal emulator']"
gopls,339,gopls,339,357,"['gopls', 'area:gopls', 'go language server', 'domain: gopls']"
log,14,logging,463,479,"['logging', 'general log', 'log']"
plugin,269,plugin,269,294,"['plugin', 'plugins', 'plugin integration', 'plugin system', 'plugin management', 'plugin support']"
windows,415,windows,415,446,"['windows', 'window', 'win32', 'os windows', 'windows support', 'windows issue', 'windows specific', 'windows build']"
runtime error,393,runtime error,393,442,"['runtime error', 'runtimeerror', 'runtime issue', 'runtime errors', 'runtime warning', 'runtime exception', 'runtime issues']"
type system,644,type system,644,721,"['type system', 'types', 'f type system', 'typesystem', 'type']"
gradle,295,gradle,295,337,"['gradle', 'gradle plugin', 'domain:gradle']"
configuration,999,configuration,999,1135,"['configuration', 'config', 'cfg', 'configure', 'configuration issue', 'configuration files', 'topic: configuration', 'topic:configuration', 'configuration file', 'config management']"
dynamo,456,dynamo,456,460,"['dynamo', 'category dynamo', 'dynamo framework']"
rendering,320,rendering,320,406,"['rendering', 'renderer', 'ui rendering', 'render', 'rendering issue', 'editor rendering', 'domain: rendering', 'rendering issues', 'image rendering']"
syntax,255,syntax,255,266,"['syntax', 'grammar', 'syntax definition']"
website,55,web,306,364,"['web', 'website', 'website content']"
behavior,138,behavior,138,166,"['behavior', 'behavior change', 'model behavior', 'import behavior', 'behavioral change']"
extension system,2,extension,256,418,"['extension', 'extensions', 'extension api', 'extension installation', 'extension management', 'extension issues', 'extension issue', 'extensionapi', 'extension development', 'extension compatibility', 'extensibility', 'extension update', 'extension updates', 'extension integration', 'domain: extension', 'extension support', 'extension handling', 'extension system', 'extension bug']"
a11y,17,accessibility,228,252,"['accessibility', 'a11y', 'accessibility issues', 'ui a11y', 'a11y issues']"
docker,291,docker,291,351,"['docker', 'container', 'containerization', 'containers', 'docker compose', 'domain: docker', 'container management', 'docker integration']"
dependencies,305,dependency management,491,1475,"['dependency management', 'dependency', 'dependency resolution', 'dependencies', 'dependency conflict', 'dependency issue', 'deps', 'depends', 'dependency issues', 'library dependency', 'dependencymanagement', 'dependencyresolution', 'dependency problem', 'external dependency', 'domain: dependency management', 'domain:dependencies', 'topic:dependency management']"
maven,224,maven,224,322,"['maven', 'maven plugin', 'maven integration']"
springboot,2,spring boot,1725,2672,"['spring framework', 'spring boot', 'spring boot 3.4', 'spring boot core', 'spring boot 3.2', 'spring boot 3.3', 'spring boot 3.x', 'spring framework 6.1', 'spring framework core', 'spring boot 2.x', 'springframework', 'spring framework 6.2', 'spring core', 'spring framework 6', 'spring boot 3.4.x', 'spring', 'domain: spring boot', 'spring boot 3', 'springboot', 'framework spring boot']"
trait,171,trait,171,286,"['trait', 'traits', 'trait related', 'f traits', 't traits', 'f trait', 'const trait']"
typescript,386,typescript,386,390,"['typescript', 'topic: typescript', 'typescript support']"
integration,285,integration,285,289,"['integration', 'integration issue']"
crash report,3,crash,644,666,"['crash', 'runtime crash', 'type crash', 'application crash', 'crash report', 'crashes', 'crash reporting', 'crashmonitor']"
panicking,14,panic,244,272,"['panic', 'panicking', 'analysis panic', 'panics', 'panicked']"
