representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
bug fix,18,bug,14650,14724,"['bug', 'bug fix', 'bug report', 'bugfix', 'feature bug']"
type:enhancement,34,enhancement,1655,1797,"['enhancement', 'type:enhancement', 'type/enhancement', 'kind/enhancement', 'type: enhancement']"
type: documentation,10,documentation,2591,2627,"['documentation', 'type: documentation', 'domain: documentation', 'domain:documentation', 'category: documentation', 'type:documentation']"
dependency update,562,dependency upgrade,971,1541,"['dependency update', 'dependency upgrade', 'dependencyupgrade', 'dependencyupdate', 'dependencies upgrade', 'dependencies update']"
test failure,1026,test failure,1026,1047,"['test failure', 'test failures', 'test results', 'testing failure', 'test/failure']"
compilers,4,compiler,1145,1178,"['compiler', 'compiler suggestion', 'compilers', 'compiler frontend', 'compiler builtins', 'a compiler', 'compiler design', 'compiler specific', 'language compiler', 'compiler implementation']"
type: feature request,45,feature request,2225,2287,"['feature request', 'featurerequest', 'feature proposal', 'type: feature request', 'type:feature request', 'feature requests']"
ui/ux,3,ui,1340,1356,"['ui', 'ui ux', 'ui/ux']"
build system,391,build,895,1292,"['build', 'build system', 't build system', 'topic:build']"
compilation error,81,compiler error,493,724,"['compiler error', 'compile error', 'compilation error', 'compile time error', 'compiler errors', 'compiler issue', 'compile time issue', 'miscompile', 'compilererror', 'compilation issue', 'compiler issues', 'compilation bug', 'compile failure', 'compilation failure', 'compile fail']"
api use,2,api,829,886,"['api', 'rest api', 'api usage', 'api request', 'api access', 'api integration', 'client api', 'api client', 'api use']"
domain: performance,10,performance,1955,1970,"['performance', 'domain: performance', 'domain:performance', 'topic:performance']"
tests,39,testing,1629,2216,"['testing', 'test', 'tests', 'test related']"
category:ci,2,ci,744,751,"['ci', 'topic: ci', 'category:ci']"
runtime,626,runtime,626,626,['runtime']
security,819,security,819,851,"['security', 'safety', 'protection']"
cli usage,3,cli,420,431,"['cli', 'cli usage', 'cli server', 'cli command']"
feature regression,4,regression,441,447,"['regression', 'visual regression', 'feature regression']"
editor,593,editor,593,648,"['editor', 'editing']"
database,1070,database,1070,1080,"['database', 'database/sql', 'database engine', 'database integration']"
feature,440,feature,440,459,"['feature', 'features', 'feature discussion']"
esql,252,esql,252,273,"['esql', 'esql plugin']"
terminal,454,terminal,454,470,"['terminal', 'windows terminal']"
gopls,339,gopls,339,342,"['gopls', 'area:gopls']"
log,14,logging,463,481,"['logging', 'general log', 'log', 'log analysis']"
plugins,9,plugin,269,278,"['plugin', 'plugins']"
windows,415,windows,415,419,"['windows', 'microsoft']"
runtime error,393,runtime error,393,442,"['runtime error', 'runtimeerror', 'runtime issue', 'runtime errors', 'runtime warning', 'runtime exception', 'runtime issues']"
types,55,type system,644,753,"['type system', 'go/types', 'types', 'go types', 'typesystem']"
gradle,295,gradle,295,337,"['gradle', 'gradle plugin', 'domain:gradle']"
topic:configuration,2,configuration,999,1003,"['configuration', 'topic: configuration', 'topic:configuration']"
dynamo framework,2,dynamo,456,460,"['dynamo', 'category dynamo', 'dynamo framework']"
rendering,320,rendering,320,324,"['rendering', 'render', 'image rendering']"
syntax,255,syntax,255,257,"['syntax', 'syntax definition']"
web,306,web,306,361,"['web', 'website']"
behavior,138,behavior,138,142,"['behavior', 'language behavior']"
extension system,2,extension,256,347,"['extension', 'extensions', 'extension management', 'extension development', 'extension handling', 'extension system']"
accessibility,228,accessibility,228,230,"['accessibility', 'accessibility issues']"
docker,291,docker,291,297,"['docker', 'domain: docker', 'docker image', 'docker integration']"
dependency management,491,dependency management,491,1376,"['dependency management', 'dependency', 'dependency resolution', 'dependencies', 'dependencymanagement', 'dependencyresolution', 'domain: dependency management', 'domain:dependencies', 'topic:dependency management']"
maven integration,2,maven,224,322,"['maven', 'maven plugin', 'maven integration']"
spring framework,499,spring framework,499,646,"['spring framework', 'spring integration', 'spring context', 'spring framework 6.1', 'springframework', 'spring framework 6.2', 'spring framework 6', 'spring environment', 'framework spring boot']"
trait,171,trait,171,289,"['trait', 'traits', 'trait related', 'trait system', 'trait selection', 'trait resolution', 'trait specialization']"
spring boot 3,3,spring boot,1725,1869,"['spring boot', 'spring boot 3.4', 'spring boot 3.2', 'spring boot features', 'spring boot 3.3', 'spring boot 3.x', 'spring boot 2.x', 'spring boot 3.4.x', 'spring boot feature', 'spring boot 3', 'spring boot upgrade', 'springboot', 'spring boot compatibility']"
typescript,386,typescript,386,390,"['typescript', 'topic: typescript', 'typescript support']"
integration,285,integration,285,289,"['integration', 'integration issue']"
crash,644,crash,644,649,"['crash', 'type crash', 'crashes']"
panic,244,panic,244,270,"['panic', 'panicking', 'panics', 'panicked']"
integrationtest,2,integration test,420,507,"['integration test', 'integration tests', 'integrationtests', 'integrationtest', 'test integration', 'integration testing', 'integration test failure']"
sql analysis,3,sql,420,427,"['sql', 'sql query', 'sql analysis']"
error,270,error,270,288,"['error', 'errors']"
topic: optimization,4,optimization,668,685,"['optimization', 'topic: optimization', 'topic:optimization', 'type: optimization', 'domain: optimization', 'optimization issue', 'optimizations']"
docs,181,docs,181,261,"['docs', 'doc']"
net http,5,http,284,499,"['http', 'http2', 'net/http', 'http client', 'net http', 'http protocol', 'net/http2', 'http connection', 'http server', 'http method']"
search function,2,search,201,207,"['search', 'text search', 'search issue', 'search function']"
type issue,18,type error,90,266,"['type error', 'type bug', 'type mismatch', 'type issue', 'type incorrectness', 'type unsoundness', 'type: issue', 'type/issue', 'type system bug', 'type checking bug', 'type:issue', 'types issue', 'incompatible types']"
crypto,206,crypto,206,225,"['crypto', 'cryptography']"
tooling,199,tooling,199,205,"['tooling', 'tooling issue']"
language,262,language,262,269,"['language', 'babel', 'english']"
core,216,core,216,219,"['core', 'core engine']"
aot,157,aot,157,222,"['aot', 'aop', 'aoti']"
instrumentation,70,instrumentation,70,70,['instrumentation']
cuda,326,cuda,326,352,"['cuda', 'cudagraphs', 'cuda support', 'domain cuda', 'cudagraph', 'domain: cuda']"
